,,,,Overall,,,,,,,PP,,SH,,Defense,
Vinny Prospal,FA,LW,29,9,14,23,4,8,61,0,2,8,0,0,44,15
Derek MacKenzie,FA,C,63,9,14,23,14,22,76,1,0,1,1,1,159,26
Jannik Hansen,FA,RW,82,9,20,29,13,32,113,2,0,0,0,1,149,26
Michael Rupp,FA,RW,81,9,8,17,-4,124,81,1,0,1,0,0,181,17
Dan Boyle,FA,D,76,9,41,50,2,67,199,2,4,23,0,0,55,139
Chuck Kobasew,FA,RW,63,9,7,16,-6,19,74,1,0,0,0,0,31,20
Jeff Tambellini,FA,LW,62,9,8,17,10,18,114,0,1,3,0,0,113,21
Brent Seabrook,CHI,D,82,9,39,48,0,47,135,1,5,15,0,2,227,154
Marcel Goc,FA,C,51,9,15,24,10,6,111,2,0,0,1,0,51,13
Nick Palmieri,FA,RW,43,9,8,17,9,6,66,2,1,1,0,0,36,8
Eric Brewer,FA,D,76,9,7,16,6,81,110,1,0,0,0,0,145,120
Jamie Langenbrunner,FA,RW,70,9,23,32,-18,45,153,3,1,6,0,0,96,25
Torrey Mitchell,FA,C,66,9,14,23,10,46,116,1,0,0,0,0,57,27
Brendan Morrison,FA,C,66,9,34,43,13,16,89,1,3,9,1,1,22,18
Shawn Horcoff,FA,C,47,9,18,27,-1,46,78,1,5,5,0,1,32,20
Kevin Shattenkirk,TB,D,72,9,34,43,-4,36,108,2,3,12,0,0,66,96
Matt Hendricks,FA,LW,77,9,16,25,-2,110,113,3,1,1,0,0,169,38
Patrick Dwyer,FA,RW,80,8,10,18,-6,12,104,2,0,1,1,0,166,63
Mark Giordano,CGY,D,82,8,35,43,-8,67,165,1,5,20,0,0,140,193
Trevor Daley,DET,D,82,8,19,27,7,34,131,1,2,3,0,0,32,124
Kurtis Foster,PHI,D,74,8,14,22,-12,45,182,0,5,9,0,0,89,76
Cody Franson,FA,D,80,8,21,29,10,30,156,2,2,4,0,0,81,52
Alexander Edler,VAN,D,51,8,25,33,13,24,121,1,5,12,0,0,83,86
Jack Skille,FA,RW,62,8,11,19,-9,29,154,1,1,0,0,0,134,20
Tom Kostopoulos,FA,RW,76,8,10,18,-4,74,79,0,2,1,0,0,122,41
Evgenii Dadonov,FLA,RW,36,8,9,17,0,14,60,0,1,0,0,0,45,11
Tim Brent,FA,C,79,8,12,20,-4,33,60,1,0,4,1,1,104,58
Mike Green,EDM,D,49,8,16,24,6,48,115,1,5,5,0,1,100,109
Colby Armstrong,FA,RW,50,8,15,23,-1,38,69,0,0,0,0,0,88,28
Kris Letang,PIT,D,82,8,42,50,15,101,236,2,4,20,0,1,167,109
David Desharnais,FA,C,43,8,14,22,-3,12,55,0,4,4,0,0,16,19
Mattias Tedenby,FA,LW,58,8,14,22,3,14,87,2,2,3,0,0,24,2
Nick Spaling,FA,C,74,8,6,14,-10,20,75,2,1,0,0,0,37,33
Dion Phaneuf,FA,D,66,8,22,30,-2,88,190,1,3,9,0,1,186,121
Maxime Talbot,FA,C,82,8,13,21,-3,66,117,2,0,0,2,1,154,40
Andrej Meszaros,FA,D,81,8,24,32,30,42,144,2,3,3,0,0,189,139
Cody McCormick,FA,C,81,8,12,20,2,142,104,1,0,1,0,0,108,60
Jordin Tootoo,FA,RW,54,8,10,18,8,61,85,1,0,0,0,0,95,17
Erik Johnson,COL,D,77,8,21,29,-13,56,161,2,3,7,1,1,99,133
Adam Burish,FA,RW,63,8,6,14,2,91,89,1,0,0,0,0,77,70
Alex Frolov,FA,LW,43,7,9,16,4,8,78,2,0,1,0,0,39,15
Justin Abdelkader,DET,LW,74,7,12,19,15,61,129,1,0,0,0,1,188,39
Bryan McCabe,FA,D,67,7,21,28,2,34,122,0,4,9,0,0,86,72
Brad Richardson,ARI,C,68,7,12,19,-13,47,103,1,0,0,1,0,84,11
Gilbert Brule,FA,C,41,7,2,9,-7,41,72,1,1,0,0,0,95,16
Jared Boll,FA,RW,73,7,5,12,-2,182,66,2,0,0,0,0,144,18
Darroll Powe,FA,C,81,7,10,17,-6,41,87,2,0,0,2,1,196,60
Mathieu Perreault,WPG,C,35,7,7,14,-3,20,41,1,1,2,0,0,13,9
Jamie McBain,FA,D,76,7,23,30,-8,32,95,2,1,7,0,0,41,117
B.J. Crombeen,FA,RW,80,7,7,14,-18,154,113,0,0,0,1,0,93,15
Marek Zidlicky,FA,D,46,7,17,24,-6,30,53,0,3,6,0,0,66,63
Duncan Keith,CHI,D,82,7,38,45,-1,22,173,1,3,19,1,0,45,149
Marc Staal,NYR,D,77,7,22,29,8,50,116,2,4,7,2,2,140,109
Adam Hall,FA,RW,82,7,11,18,-12,32,167,1,0,0,0,0,152,59
Fredrik Modin,FA,LW,40,7,3,10,-14,14,54,0,0,0,1,0,19,22
John Carlson,WAS,D,82,7,30,37,21,44,144,3,1,5,0,0,70,160
Tom Wandell,FA,C,75,7,2,9,-5,14,94,1,0,0,0,0,65,49
Dustin Jeffrey,FA,C,25,7,5,12,5,4,39,1,1,0,0,0,14,10
Ben Eager,FA,LW,68,7,10,17,4,120,84,1,0,0,0,0,87,28
Jay McClement,FA,C,80,7,13,20,-21,30,127,1,1,0,0,1,75,63
Fernando Pisani,FA,RW,60,7,9,16,0,10,72,1,1,0,0,0,69,21
Radek Dvorak,FA,RW,66,7,15,22,2,24,109,3,0,0,1,0,51,33
Chris Conner,NJ,RW,60,7,9,16,5,10,91,3,0,0,0,0,50,20
Fedor Tyutin,FA,D,80,7,20,27,-12,32,128,0,1,11,0,0,120,93
T.J. Galiardi,FA,LW,35,7,8,15,-6,12,62,1,0,2,0,0,41,19
Vladimir Sobotka,BUF,C,65,7,22,29,-4,69,75,0,1,4,1,0,137,37
Scott Gomez,FA,C,80,7,31,38,-15,48,157,2,3,14,0,1,32,24
Dennis Seidenberg,FA,D,81,7,25,32,3,41,166,2,1,10,0,0,161,174
Lars Eller,WAS,C,77,7,10,17,-4,48,79,2,0,0,0,0,85,22
Kyle Clifford,TOR,LW,76,7,7,14,-10,141,69,0,0,0,0,0,138,17
Sami Pahlsson,FA,C,82,7,13,20,-13,30,108,1,0,0,1,0,162,49
Sergei Gonchar,FA,D,67,7,20,27,-15,20,107,0,5,15,0,0,54,94
Matt Stajan,FA,C,76,6,25,31,1,32,81,0,0,1,1,1,66,24
David Steckel,FA,C,75,6,6,12,-6,26,79,1,0,0,1,0,104,50
Alex Burmistrov,FA,C,74,6,14,20,-12,27,92,2,0,0,0,1,62,22
Kimmo Timonen,FA,D,82,6,31,37,11,36,147,0,1,15,2,0,96,175
Blake Geoffrion,FA,LW,20,6,2,8,3,7,24,1,0,0,0,0,8,4
Eric Boulton,FA,LW,69,6,4,10,1,87,51,1,0,0,0,0,93,20
John-Michael Liles,FA,D,76,6,40,46,-9,35,163,0,3,15,0,0,59,153
Maxim Lapierre,FA,C,78,6,6,12,-14,80,129,0,0,0,0,0,194,23
Dmitry Kulikov,WPG,D,72,6,20,26,-5,45,83,1,1,4,0,0,107,79
Kevin Bieksa,FA,D,66,6,16,22,32,73,105,2,1,2,0,0,104,93
Carlo Colaiacovo,FA,D,65,6,20,26,-4,23,81,1,1,10,0,0,75,79
Philippe Dupuis,FA,C,74,6,11,17,-4,40,101,0,0,0,1,1,128,28
Chris Neil,FA,RW,80,6,10,16,-14,210,105,2,0,0,0,0,258,21
Mats Zuccarello,MIN,RW,42,6,17,23,3,4,74,2,0,9,0,0,56,19
Michal Rozsival,FA,D,65,6,15,21,6,42,55,3,2,6,0,0,100,108
Daniel Paille,FA,LW,43,6,7,13,3,28,48,0,0,0,1,0,24,17
Tom Gilbert,FA,D,79,6,20,26,-14,32,106,0,3,7,0,2,69,172
Rostislav Olesz,FA,LW,44,6,11,17,-1,8,71,1,1,0,0,0,68,19
Erik Condra,COL,RW,26,6,5,11,-1,12,48,2,1,0,0,1,4,21
Colin Greening,FA,LW,24,6,7,13,2,10,57,2,0,0,0,0,56,9
Shawn Matthias,FA,C,51,6,10,16,0,16,90,0,0,2,0,0,60,20
Jake Dowell,FA,C,79,6,15,21,5,63,74,0,0,0,0,3,108,43
Jesse Joensuu,FA,RW,42,6,3,9,-6,33,41,2,0,0,0,0,59,13
Dan Hamhuis,NSH,D,64,6,17,23,29,34,109,1,2,5,0,0,76,89
Cal O'Reilly,PHI,C,38,6,12,18,4,2,44,1,1,3,0,0,5,13
Dana Tyrell,FA,RW,78,6,9,15,-5,12,73,1,0,0,0,0,47,33
Vernon Fiddler,FA,C,71,6,16,22,3,46,97,2,0,1,1,1,85,60
Travis Moen,FA,LW,79,6,10,16,-4,96,99,0,0,0,1,0,129,42
Kris Draper,FA,LW,47,6,5,11,1,12,57,1,0,0,0,0,45,11
Jiri Tlusty,FA,LW,57,6,6,12,1,14,53,0,0,0,0,0,36,19
Jan Hejda,FA,D,77,5,15,20,-6,28,79,0,0,0,0,1,152,158
Greg Mauldin,FA,C,29,5,5,10,5,8,46,1,0,0,2,0,56,11
Jack Johnson,PIT,D,82,5,37,42,-21,44,153,0,3,25,0,1,84,133
Zach Bogosian,TB,D,71,5,12,17,-27,29,155,1,0,4,0,0,111,91
Matt Martin,NYI,LW,68,5,9,14,-13,147,60,1,0,0,0,1,299,49
Darryl Boyce,FA,C,46,5,8,13,8,33,27,1,0,0,0,0,68,19
Steve Bernier,NYI,RW,68,5,10,15,-14,21,97,0,3,0,0,0,112,35
Joni Pitkanen,FA,D,72,5,30,35,-2,60,144,1,1,11,0,0,66,130
Linus Omark,FA,LW,51,5,22,27,-16,26,76,0,1,7,0,0,13,19
Kris Russell,EDM,D,73,5,18,23,-9,37,88,0,1,5,0,1,63,128
Kyle Okposo,BUF,RW,38,5,15,20,3,40,72,2,0,5,0,0,31,16
Alexei Ponikarovsky,FA,LW,61,5,10,15,1,36,94,1,1,2,0,0,139,28
Zbynek Michalek,FA,D,73,5,14,19,0,30,104,2,1,3,0,0,56,149
Henrik Tallinder,FA,D,82,5,11,16,-6,40,102,2,0,2,1,0,67,74
Marco Sturm,FA,LW,35,5,11,16,6,23,57,1,1,2,0,1,23,6
Derek Morris,FA,D,77,5,11,16,-2,58,83,1,1,0,0,1,117,136
Alec Martinez,VGK,D,60,5,11,16,11,18,74,0,1,4,0,0,69,73
Cody McLeod,FA,LW,71,5,3,8,-7,189,73,0,2,0,0,0,147,20
David Perron,STL,RW,10,5,2,7,7,12,29,0,0,0,0,1,6,1
Benn Ferriero,FA,RW,33,5,4,9,8,9,56,1,1,0,0,0,46,8
Mike Grier,FA,RW,73,5,11,16,0,12,107,0,0,0,0,0,112,48
Francois Beauchemin,FA,D,81,5,12,17,-8,32,106,0,1,2,0,0,122,182
Blair Betts,PHI,C,75,5,7,12,-3,8,51,2,0,0,1,1,82,72
Steve Montador,FA,D,73,5,21,26,16,83,118,0,0,1,0,0,86,138
Kyle Wellwood,FA,C,35,5,8,13,10,0,50,0,0,1,0,0,8,7
Brandon Segal,FA,RW,46,5,5,10,0,41,40,1,0,0,0,0,90,8
Stephane Robidas,FA,D,81,5,25,30,-7,67,106,1,1,14,0,2,216,135
Steve Kampfer,BOS,D,38,5,5,10,9,12,57,1,0,3,0,0,41,56
Arron Asham,FA,RW,44,5,6,11,0,46,60,0,0,0,0,0,107,16
Roman Hamrlik,FA,D,79,5,29,34,6,81,129,0,2,13,0,0,66,192
Jim Slater,FA,C,36,5,7,12,4,19,53,1,0,0,0,0,59,16
Rob Niedermayer,FA,C,71,5,14,19,-8,22,80,1,0,0,0,0,37,21
Ed Jovanovski,FA,D,50,5,9,14,4,39,73,1,1,1,0,1,87,91
Brian Campbell,FA,D,65,5,22,27,28,6,84,1,2,4,0,0,28,101
Chris Clark,FA,RW,53,5,10,15,-3,38,83,0,2,0,0,1,89,9
Jason Garrison,FA,D,73,5,13,18,-2,26,116,3,0,3,0,0,136,127
Luke Schenn,TB,D,82,5,17,22,-7,34,128,0,0,0,0,1,251,168
Travis Hamonic,CGY,D,62,5,21,26,4,103,118,0,1,3,0,1,118,118
Tim Stapleton,FA,C,45,5,2,7,-10,12,44,1,1,0,0,0,18,19
Jerred Smithson,FA,C,82,5,8,13,-6,34,73,0,0,0,0,0,162,64
Willie Mitchell,FA,D,57,5,5,10,4,21,59,1,0,0,1,0,35,85
John Erskine,FA,D,73,4,7,11,1,94,58,1,0,0,0,0,166,120
Marek Svatos,FA,RW,28,4,4,8,0,10,50,0,0,0,0,0,12,10
Mike Modano,FA,C,40,4,11,15,-4,8,79,0,1,5,0,0,7,10
Tomas Kaberle,FA,D,82,4,43,47,4,18,130,1,0,25,0,0,37,139
Chris Campoli,FA,D,77,4,17,21,0,36,84,1,1,1,0,0,99,91
Mikkel Boedker,OTT,LW,34,4,10,14,11,8,39,0,0,2,0,0,42,6
Jesse Winchester,FA,LW,72,4,9,13,-9,42,118,0,0,0,0,0,101,27
David Schlemko,FA,D,43,4,10,14,8,24,47,0,0,5,0,0,56,57
Andrew MacDonald,FA,D,60,4,23,27,9,37,72,1,1,11,0,0,38,160
Grant Clitsome,FA,D,31,4,15,19,2,16,50,0,2,8,0,0,67,29
Matt Bradley,FA,RW,61,4,7,11,-3,68,58,0,0,0,0,0,161,15
Chris Pronger,FA,D,50,4,21,25,7,44,112,1,3,11,0,1,41,114
Pavel Kubina,FA,D,79,4,19,23,2,62,78,2,1,4,0,0,90,115
Mike Weber,FA,D,58,4,13,17,13,69,53,0,0,0,0,0,158,99
Marc-Edouard Vlasic,SJ,D,80,4,14,18,14,18,116,2,0,1,0,0,50,147
Ryan Suter,MIN,D,70,4,35,39,20,54,115,1,1,16,0,1,64,84
Derek Dorsett,FA,RW,76,4,13,17,-15,184,112,0,0,0,0,3,195,37
Carl Gunnarsson,STL,D,68,4,16,20,-2,14,69,1,1,3,0,0,63,120
Kyle Wilson,ANH,C,32,4,7,11,-3,12,38,0,0,0,0,0,21,8
Bryan Allen,FA,D,72,4,13,17,-1,82,58,1,0,0,0,0,118,103
Rostislav Klesla,FA,D,61,4,7,11,4,38,67,0,0,0,0,0,61,131
Milan Jurcina,FA,D,46,4,13,17,-4,30,76,0,1,4,1,1,125,93
Jay Bouwmeester,STL,D,82,4,20,24,-2,44,121,1,1,7,0,0,72,134
Eric Nystrom,FA,LW,82,4,8,12,-16,30,83,0,1,0,0,0,169,31
Patrick Kaleta,FA,RW,51,4,5,9,-4,78,65,0,0,0,1,0,126,33
Jean-Francois Jacques,TB,LW,51,4,1,5,-6,63,28,0,0,0,0,0,111,17
Craig Adams,FA,RW,80,4,11,15,-5,76,90,1,0,0,2,2,171,64
Cory Sarich,FA,D,76,4,13,17,11,75,75,1,0,0,0,0,175,109
Steve Reinprecht,FA,C,29,4,6,10,-2,6,31,1,1,0,0,0,20,14
Mattias Ritola,FA,LW,31,4,4,8,-5,11,42,2,0,0,0,0,24,7
Jack Hillen,FA,D,64,4,18,22,-5,45,81,1,0,1,0,1,54,137
Mark Fayne,FA,D,57,4,10,14,10,27,77,0,0,4,0,0,51,39
Zack Smith,CHI,C,55,4,5,9,-11,120,78,0,0,0,0,0,129,27
Dan Sexton,TB,RW,47,4,9,13,-6,4,78,0,1,0,0,0,29,20
Brian Rafalski,FA,D,63,4,44,48,11,22,106,0,0,17,0,0,49,54
Ian White,FA,D,78,4,22,26,3,26,138,0,1,5,0,0,59,144
Andrei Loktionov,FA,C,19,4,3,7,2,2,26,2,0,1,0,0,6,8
Ales Kotalik,FA,RW,26,4,2,6,-7,8,62,2,1,1,0,0,38,4
Scott Nichol,FA,C,56,4,3,7,-3,50,61,0,0,0,0,0,114,24
Daniel Carcillo,FA,LW,57,4,2,6,-14,127,56,2,0,0,0,0,80,14
Brad Staubitz,FA,RW,71,4,5,9,-5,173,29,1,0,0,0,0,133,18
Dan Girardi,FA,D,80,4,27,31,7,37,110,1,2,5,0,2,195,236
Nick Leddy,NYI,D,46,4,3,7,-3,4,37,0,0,1,0,0,26,46
Sami Lepisto,FA,D,70,4,12,16,10,55,56,0,0,0,0,0,72,90
Matt Halischuk,FA,RW,27,4,8,12,5,2,29,1,0,0,0,0,6,9
Zach Boychuk,FA,RW,23,4,3,7,-2,4,44,1,1,0,0,0,50,6
Jared Spurgeon,MIN,D,53,4,8,12,-1,2,38,1,2,4,0,0,37,45
Bill Thomas,FA,RW,24,4,3,7,1,6,33,2,0,0,0,0,19,10
Andy Greene,NYI,D,82,4,19,23,-23,22,91,1,1,5,0,0,49,157
Andrew Murray,FA,C,29,4,4,8,2,4,48,1,0,0,0,1,77,14
Clay Wilson,FA,D,15,3,2,5,4,6,22,0,0,1,0,0,16,11
Ron Hainsey,OTT,D,82,3,16,19,3,24,83,2,0,1,0,1,51,173
Teemu Hartikainen,FA,LW,12,3,2,5,-3,4,21,0,1,1,0,0,19,6
Jacob Josefson,FA,C,28,3,7,10,5,6,31,1,0,3,0,0,8,8
Matt Gilroy,FA,D,58,3,8,11,5,14,75,1,0,1,0,0,39,62
Matt Taormina,FA,D,17,3,2,5,-2,2,38,0,1,0,0,0,12,22
Theo Peckham,FA,D,71,3,10,13,-5,198,41,0,0,0,0,0,196,123
Guillaume Latendresse,FA,LW,11,3,3,6,2,8,18,1,1,1,0,0,18,2
Niclas Wallin,FA,D,74,3,5,8,0,46,86,0,0,0,0,0,99,84
Nick Schultz,FA,D,74,3,14,17,-4,38,46,0,0,1,0,1,78,132
Ryan Wilson,FA,D,67,3,13,16,-8,68,62,0,1,1,0,0,135,110
Victor Hedman,TB,D,79,3,23,26,3,70,101,0,0,3,0,0,54,85
Tanner Glass,FA,LW,73,3,7,10,-5,72,45,1,0,0,0,0,130,29
Jonathan Ericsson,DET,D,74,3,12,15,8,87,89,0,1,0,0,0,107,37
Niklas Hjalmarsson,ARI,D,80,3,7,10,13,39,64,0,0,0,0,0,46,166
Toni Lydman,FA,D,78,3,22,25,32,42,99,0,0,2,0,0,141,178
Steve Staios,FA,D,39,3,7,10,6,24,23,0,0,0,1,0,42,48
Sean Avery,FA,LW,76,3,21,24,-4,174,137,1,0,1,0,0,115,24
Johnny Boychuk,NYI,D,69,3,13,16,15,45,154,1,1,1,0,0,117,115
Ben Lovejoy,FA,D,47,3,14,17,11,48,60,0,0,1,0,1,44,60
Jamal Mayers,FA,RW,78,3,11,14,3,124,62,0,0,0,0,0,105,19
Zach Parise,MIN,LW,13,3,3,6,-1,6,49,1,0,1,0,0,13,6
Deryk Engelland,VGK,D,63,3,7,10,-5,123,49,0,0,0,0,0,122,54
Colin Fraser,FA,C,67,3,2,5,-2,60,57,0,0,0,1,0,79,54
Boyd Gordon,FA,C,60,3,6,9,-5,16,77,1,0,0,1,0,33,50
Jay Harrison,FA,D,72,3,7,10,5,72,49,0,0,0,0,0,111,100
Karlis Skrastins,FA,D,74,3,5,8,-1,38,30,1,0,0,0,1,55,139
Peter Regin,FA,C,55,3,14,17,-4,12,87,1,0,2,0,0,30,20
Zac Dalpe,CLS,C,15,3,1,4,0,0,16,1,0,0,0,0,10,5
Jordan Caron,FA,RW,23,3,4,7,3,6,27,1,0,0,0,0,19,11
Jonathon Blum,FA,D,23,3,5,8,8,8,18,1,1,0,0,0,20,36
Chris Porter,FA,LW,45,3,4,7,-4,16,55,1,0,0,0,0,91,5
Ryan Carter,FA,LW,62,3,6,9,-1,66,63,0,0,0,0,1,133,22
Andrej Sekera,DAL,D,76,3,26,29,11,34,88,0,0,6,0,0,61,85
Rod Pelley,FA,C,74,3,7,10,-9,27,88,0,1,0,0,0,113,36
Michael Sauer,FA,D,76,3,12,15,20,75,54,2,1,0,0,0,78,96
Adrian Aucoin,FA,D,75,3,19,22,18,52,99,0,0,2,0,0,134,75
Roman Polak,DAL,D,55,3,9,12,-4,33,54,1,0,0,0,0,110,78
Joey Crabb,FA,RW,48,3,12,15,-1,24,51,2,0,0,1,0,99,20
Alexandre Picard,FA,D,43,3,5,8,0,17,49,1,2,0,0,0,55,59
Brad Stuart,FA,D,67,3,17,20,4,40,81,1,1,1,0,1,131,114
Paul Martin,FA,D,77,3,21,24,9,16,104,1,2,8,0,1,45,129
Radek Martinek,FA,D,64,3,13,16,-5,35,97,0,1,0,0,0,69,128
Matt Beleskey,NYR,LW,35,3,7,10,-10,36,58,0,0,0,0,1,64,20
Nazem Kadri,COL,C,29,3,9,12,-3,8,51,0,0,2,0,0,16,6
Brett Sterling,STL,LW,7,3,2,5,1,16,14,0,1,1,0,0,7,0
Mike Brown,FA,RW,50,3,5,8,1,69,59,0,1,0,0,1,105,27
Adam Cracknell,FA,C,24,3,4,7,1,8,26,0,0,0,0,0,29,7
Trevor Lewis,LA,C,72,3,10,13,-11,6,105,2,0,0,0,0,102,25
Luke Adam,FA,LW,19,3,1,4,-6,12,31,1,0,1,0,0,17,5
George Parros,FA,RW,78,3,1,4,-4,171,33,1,0,0,0,0,97,26
Adam McQuaid,FA,D,67,3,12,15,30,96,46,0,0,0,0,0,102,131
Sami Salo,FA,D,27,3,4,7,-3,14,39,0,1,2,0,0,6,28
Andrew Ference,FA,D,70,3,12,15,22,60,78,0,0,1,0,1,74,82
Jarkko Ruutu,FA,LW,73,3,9,12,-2,97,66,1,0,0,0,1,131,29
Toby Petersen,FA,C,60,2,4,6,-7,8,58,0,0,0,2,0,56,36
Jason Williams,FA,RW,27,2,3,5,-2,6,18,1,0,1,0,0,14,5
Robyn Regehr,FA,D,79,2,15,17,2,58,72,0,1,1,0,1,180,142
Craig Rivet,FA,D,37,2,2,4,-12,35,33,0,0,0,0,0,31,36
Hal Gill,FA,D,75,2,7,9,-9,43,62,1,0,0,0,1,75,151
Trevor Gillies,CGY,LW,39,2,0,2,-3,165,9,0,0,0,0,0,44,6
Mark Fistric,FA,D,57,2,3,5,-10,44,26,1,0,0,0,1,173,78
Fredrik Sjostrom,FA,RW,66,2,3,5,-5,14,62,0,0,0,0,0,108,33
Jeff Woywitka,FA,D,63,2,9,11,5,24,72,0,1,1,0,0,44,97
Krys Barch,FA,RW,44,2,1,3,-7,80,16,0,0,0,0,0,53,2
Jeremy Morin,FA,LW,9,2,1,3,2,9,13,0,0,1,0,0,12,2
Ryan Stoa,FA,C,25,2,2,4,-4,20,45,1,0,2,0,0,30,6
Jon Matsumoto,FA,C,13,2,0,2,-4,4,11,0,0,0,0,0,13,4
Tom Sestito,FA,LW,9,2,2,4,-4,40,7,0,1,1,0,0,31,3
Ryan White,FA,RW,27,2,3,5,5,38,30,0,0,0,0,0,70,8
Michael Del Zotto,ANH,D,47,2,9,11,-5,20,58,0,2,5,0,0,92,72
Keith Aulie,FA,D,40,2,0,2,-1,32,32,0,0,0,0,0,98,74
Brett MacLean,FA,LW,13,2,1,3,0,2,16,2,1,0,0,0,8,0
Kent Huskins,PHI,D,50,2,8,10,8,12,38,0,0,0,0,0,18,58
Brent Sopel,FA,D,71,2,5,7,6,16,44,0,0,1,0,0,36,152
Mike Commodore,FA,D,20,2,4,6,-8,44,32,2,0,2,0,1,38,25
Colton Orr,FA,RW,46,2,0,2,-1,128,14,1,0,0,0,0,46,9
Matt Greene,FA,D,71,2,9,11,3,70,50,1,0,0,0,0,243,105
Braydon Coburn,TB,D,82,2,14,16,15,53,114,0,0,0,0,1,177,133
Shane O'Brien,FA,D,80,2,7,9,1,83,50,0,0,0,0,0,164,80
Tom Poti,FA,D,21,2,5,7,-4,8,20,0,0,1,0,0,7,27
Craig Conroy,FA,C,18,2,0,2,-1,8,11,1,0,0,0,0,21,10
Jody Shelley,FA,LW,58,2,2,4,0,127,31,0,0,0,0,0,96,15
Ryan Reaves,VGK,RW,28,2,2,4,-1,78,16,1,0,0,0,0,86,9
Mark Olver,FA,C,18,2,7,9,-2,18,25,0,0,0,0,0,27,8
Michal Repik,FA,RW,31,2,6,8,-6,22,54,0,0,1,0,0,47,8
Luca Sbisa,WPG,D,68,2,9,11,-11,43,76,0,1,0,0,2,170,85
Keaton Ellerby,FA,D,54,2,10,12,-15,22,56,0,0,1,0,0,74,68
Alexandre Bolduc,FA,C,24,2,2,4,1,21,21,1,0,0,0,0,29,14
Andrew Ebbett,FA,C,33,2,3,5,-1,4,23,1,0,0,1,0,13,12
Johnny Oduya,FA,D,82,2,15,17,-15,22,90,0,0,4,0,0,64,149
Derek Joslin,FA,D,34,2,7,9,5,10,34,1,1,0,0,0,40,28
Vladimir Zharkov,FA,RW,38,2,2,4,3,2,40,0,0,0,0,0,14,10
Ruslan Salei,FA,D,75,2,8,10,0,48,75,0,0,0,0,0,117,109
Marc Savard,FA,C,25,2,8,10,-7,29,50,1,0,4,0,0,5,4
Mark Stuart,FA,D,54,2,4,6,0,47,41,1,0,0,0,0,107,96
Marc-Andre Bergeron,FA,D,23,2,6,8,-10,8,37,1,0,3,0,0,6,18
Jakub Kindl,FA,D,48,2,2,4,-6,36,62,0,0,0,0,0,44,36
Jim Vandermeer,FA,D,62,2,12,14,-15,74,57,0,0,2,0,1,122,78
Tim Gleason,FA,D,82,2,14,16,-11,85,84,0,0,1,0,1,215,141
Jeremy Colliton,FA,RW,15,2,1,3,-7,10,7,0,2,0,0,0,23,9
Micheal Haley,NYR,LW,27,2,1,3,-4,85,13,0,0,0,0,0,55,3
