,,,,Overall,,,,,,,PP,,SH,,Defense,
Robert Scuderi,FA,D,82,2,13,15,1,16,46,1,0,0,0,0,64,122
Patrick O'Sullivan,ARI,RW,31,2,6,8,-2,4,50,0,0,3,0,0,15,4
Brian Sutherby,FA,C,51,2,2,4,-10,58,32,0,0,0,0,0,70,9
Ryan Whitney,FA,D,35,2,25,27,13,33,43,0,0,7,0,2,29,67
Keith Ballard,FA,D,65,2,5,7,10,53,53,0,0,0,0,0,99,111
Doug Weight,FA,C,18,2,7,9,-3,10,26,0,1,4,0,0,9,4
John Mitchell,FA,C,23,2,1,3,-7,12,28,1,1,0,0,0,31,17
Zenon Konopka,FA,C,82,2,7,9,-14,307,56,0,0,0,0,0,110,52
Kevin Klein,FA,D,81,2,16,18,9,24,99,0,0,0,0,1,128,173
Clayton Stoner,FA,D,57,2,7,9,5,96,40,1,0,0,0,0,110,81
Karl Alzner,MON,D,82,2,10,12,14,24,64,0,0,0,0,0,98,132
Jay Beagle,VAN,C,31,2,1,3,-2,8,27,2,0,0,0,0,45,8
Justin Braun,PHI,D,28,2,9,11,-1,2,44,0,2,0,0,0,27,21
Jason Demers,ARI,D,75,2,22,24,19,28,105,0,0,6,0,0,87,72
John McCarthy,FA,LW,37,2,2,4,-8,8,41,0,0,0,0,0,28,9
Chris Butler,FA,D,49,2,7,9,8,26,52,0,0,1,0,0,38,56
Tom Pyatt,FA,C,61,2,5,7,-1,9,65,0,0,0,0,2,39,34
Mike Weaver,FA,D,82,2,11,13,1,34,53,1,0,1,0,0,98,132
Steve Eminger,FA,D,65,2,4,6,-5,22,23,1,0,1,0,0,143,103
Filip Kuba,FA,D,64,2,14,16,-26,16,76,1,0,7,0,1,23,104
Scott Hannan,FA,D,78,1,10,11,4,34,56,0,0,0,0,1,84,122
Andreas Lilja,PHI,D,52,1,6,7,-15,28,31,0,0,0,0,0,92,113
Alexandre Giroux,FA,LW,8,1,1,2,-2,2,13,0,0,0,0,0,16,3
Andrew Alberts,FA,D,42,1,6,7,0,41,21,0,0,0,0,0,113,49
Liam Reddox,FA,LW,44,1,9,10,-8,20,85,0,0,0,0,1,76,24
Jordan Hendry,ANH,D,37,1,0,1,-2,4,35,0,0,0,0,0,47,29
Cam Janssen,FA,RW,54,1,3,4,-6,131,16,0,0,0,0,0,95,7
Matt Carle,FA,D,82,1,39,40,30,23,117,0,0,2,0,0,51,157
Mike Moore,FA,D,6,1,0,1,-1,7,5,0,0,0,0,0,4,2
Eric Tangradi,FA,LW,15,1,2,3,-4,10,18,0,0,0,0,0,25,5
Nick Johnson,FA,RW,4,1,2,3,1,5,10,0,0,0,0,0,4,2
Ryan McDonagh,TB,D,40,1,8,9,16,14,27,1,0,0,0,2,56,69
Blair Jones,FA,C,18,1,2,3,-2,2,20,0,0,0,0,0,12,6
Oliver Ekman-Larsson,ARI,D,48,1,10,11,3,24,50,0,0,2,0,0,41,31
Cam Barker,FA,D,52,1,4,5,-10,34,44,1,0,2,0,0,68,61
Josh Gorges,FA,D,36,1,6,7,-3,18,20,1,1,0,0,0,55,79
Jeff Schultz,FA,D,72,1,9,10,6,12,34,1,0,0,0,2,53,138
Warren Peters,FA,C,11,1,0,1,-2,4,11,0,0,0,0,0,24,7
Ryan O'Marra,FA,C,21,1,4,5,-2,13,13,0,0,1,0,0,41,9
Ethan Moreau,FA,LW,37,1,5,6,-9,24,56,1,0,1,0,0,73,23
Peter Schaefer,FA,LW,16,1,1,2,-3,2,10,0,0,0,0,0,18,7
Andrei Markov,FA,D,7,1,2,3,2,4,20,1,0,1,0,0,2,5
Shaone Morrisonn,FA,D,62,1,4,5,-2,32,44,1,0,0,0,0,110,86
Derek Boogaard,FA,LW,22,1,1,2,0,45,4,0,0,0,0,0,27,3
Ty Wishart,FA,D,20,1,4,5,5,10,23,0,1,0,0,1,26,29
Sean Collins,NYR,D,4,1,0,1,2,0,4,1,0,0,0,0,2,4
Andrew Gordon,FA,RW,9,1,1,2,-2,0,5,0,0,0,0,0,5,4
Danny Syvret,FA,D,10,1,1,2,-3,6,11,0,0,1,0,0,4,7
David Van der Gulik,FA,RW,6,1,2,3,4,2,12,0,0,0,0,0,10,3
David Hale,FA,D,25,1,4,5,7,6,20,1,0,0,0,0,29,22
Aaron Rome,FA,D,56,1,4,5,1,53,50,0,0,2,0,0,78,59
Adam Mair,FA,C,65,1,3,4,-16,45,58,0,0,0,0,0,63,16
Colton Gillies,FA,LW,7,1,0,1,-2,2,3,0,0,0,0,0,16,2
Ian Cole,COL,D,26,1,3,4,6,35,22,0,0,0,0,0,36,37
Scott Parse,NJ,RW,5,1,3,4,5,0,6,0,0,0,0,0,2,4
Mike Lundin,FA,D,69,1,11,12,-3,12,55,0,0,0,0,0,25,108
Paul Byron,MON,C,8,1,1,2,0,2,5,0,0,0,0,0,18,2
Aaron Volpatti,FA,LW,15,1,1,2,-1,16,6,0,0,0,0,0,36,3
Taylor Chorney,FA,D,12,1,3,4,-5,4,13,1,1,2,0,0,13,17
Ben Smith,FA,RW,6,1,0,1,1,0,6,0,0,0,0,0,7,5
Brad Mills,FA,C,4,1,0,1,1,5,6,0,0,0,0,0,7,2
Alexander Sulzer,FA,D,40,1,4,5,-8,14,37,0,0,2,0,0,38,52
Anton Stralman,FLA,D,51,1,17,18,-11,22,80,1,1,9,0,0,39,46
Sergei Shirokov,FA,LW,2,1,0,1,1,0,6,0,0,0,0,0,1,0
Nicklas Grossmann,FA,D,59,1,9,10,7,35,38,0,0,0,0,0,161,78
Jay Rosehill,FA,LW,26,1,2,3,-6,71,12,0,0,0,0,0,36,4
Matt Niskanen,PHI,D,63,1,9,10,-3,50,77,0,0,5,0,0,122,66
Adam Pardy,FA,D,30,1,6,7,3,24,36,0,0,1,0,0,42,44
Peter Harrold,FA,D,19,1,3,4,3,4,12,0,0,0,0,0,5,6
David Liffiton,FA,D,4,1,0,1,3,17,2,0,0,0,0,0,3,3
Todd White,FA,C,18,1,1,2,-2,2,11,0,0,0,0,1,1,4
Francis Bouillon,FA,D,44,1,9,10,-3,27,47,0,0,2,0,0,133,51
Brooks Orpik,FA,D,63,1,12,13,12,66,56,0,0,0,0,3,194,94
Mark Mancari,FA,RW,20,1,7,8,-1,12,43,0,1,1,0,0,16,8
Dustin Boyd,FA,C,10,1,0,1,-6,2,8,0,0,0,0,0,12,6
Troy Bodie,FA,RW,59,1,3,4,-7,61,44,0,0,0,0,0,86,13
Freddy Meyer,FA,D,15,1,1,2,-7,8,11,0,0,0,0,0,29,33
Douglas Murray,FA,D,73,1,13,14,5,44,102,0,0,1,0,0,203,140
Ryan Johnson,FA,C,34,1,5,6,-2,8,25,1,0,0,0,0,31,34
Todd Marchant,FA,C,79,1,7,8,-18,26,63,0,0,1,0,1,114,62
Jon Sim,FA,LW,34,1,3,4,-10,22,38,0,0,1,0,0,53,12
Trent Hunter,FA,RW,17,1,3,4,-3,23,30,0,0,0,0,0,36,5
Jaroslav Spacek,FA,D,59,1,15,16,9,45,65,0,0,3,0,1,61,90
Mike Comrie,FA,C,21,1,5,6,-4,18,25,0,0,2,0,0,10,5
Yannick Weber,NSH,D,41,1,10,11,0,14,63,0,0,5,0,0,44,33
Joe Vitale,FA,C,9,1,1,2,-1,13,13,0,0,1,0,0,18,2
Cameron Gaunce,TB,D,11,1,0,1,-3,16,4,0,0,0,0,0,10,7
Scott Timmins,FA,C,19,1,0,1,-8,8,13,0,0,0,0,0,18,11
Jamie McGinn,FA,LW,49,1,5,6,-6,33,63,0,0,0,0,0,101,17
Marc-Andre Gragnani,FA,D,9,1,2,3,0,2,11,1,0,2,0,0,6,6
Kyle Cumiskey,FA,D,18,1,7,8,-3,10,21,0,0,1,0,0,9,27
Lee Sweatt,FA,D,3,1,1,2,4,2,4,1,0,0,0,0,4,6
Cody Hodgson,FA,LW,8,1,1,2,1,0,9,0,0,0,0,0,4,2
Matt Hunwick,BUF,D,73,1,12,13,-15,25,100,0,0,3,0,0,65,71
Alexander Urbom,FA,D,8,1,0,1,-2,0,5,1,0,0,0,0,5,6
Patrice Cormier,FA,C,21,1,1,2,-5,4,27,0,0,0,0,0,31,15
Kyle Palmieri,NJ,RW,10,1,0,1,-1,0,10,0,0,0,0,0,5,1
Nino Niederreiter,CAR,RW,9,1,1,2,-1,8,12,0,0,0,0,0,16,1
T.J. Hensick,DET,C,13,1,2,3,-5,2,12,0,0,1,0,0,1,1
Randy Jones,FA,D,61,1,12,13,-4,15,52,0,0,0,0,0,42,104
Darcy Hordichuk,FA,LW,64,1,4,5,-1,76,32,0,0,0,0,0,116,4
Sean O'Donnell,FA,D,81,1,17,18,8,87,34,0,0,0,0,1,53,76
Chris Phillips,OTT,D,82,1,8,9,-35,32,81,0,0,1,0,0,116,152
Brett Lebda,FA,D,41,1,3,4,-14,14,34,0,0,1,0,0,33,31
Jan Mursak,DET,RW,19,1,0,1,-3,4,20,0,0,0,0,0,14,3
Ben Maxwell,FA,C,12,1,1,2,-7,9,13,0,0,0,0,0,1,2
Mario Bliznak,VAN,C,4,1,0,1,1,0,1,0,0,0,0,0,2,1
Nick Boynton,FA,D,51,1,7,8,-1,40,43,0,0,0,0,0,61,87
David Koci,FA,LW,35,1,0,1,-5,80,9,0,0,0,0,0,28,5
Matt Carkner,FA,D,50,1,6,7,0,136,40,0,0,0,0,1,71,59
Chris Drury,FA,C,24,1,4,5,2,8,26,0,0,0,0,0,19,12
Paul Mara,MIN,D,53,1,5,6,1,88,50,1,0,0,0,0,88,85
Maksim Mayorov,FA,LW,5,1,0,1,0,0,3,0,0,0,0,0,4,0
Andrew Desjardins,FA,C,17,1,2,3,-1,4,12,0,0,0,0,0,34,5
Tomas Tatar,MON,LW,9,1,0,1,0,0,6,0,0,0,0,0,7,0
Casey Wellman,FA,C,15,1,1,2,-1,4,20,1,0,0,0,0,5,3
Johan Harju,FA,LW,10,1,2,3,-2,2,14,0,0,0,0,0,9,2
Oscar Moller,FA,C,13,1,3,4,-1,2,27,0,0,0,0,0,10,5
Alexander Vasyunov,FA,LW,18,1,4,5,0,0,18,0,0,0,0,0,6,2
Anssi Salmela,FA,D,48,1,6,7,-11,14,57,1,0,0,0,0,48,36
Cory Emmerton,FA,C,2,1,0,1,1,0,3,0,0,0,0,0,0,0
Carson McMillan,TOR,RW,4,1,1,2,1,0,5,0,0,0,0,0,6,1
Tomas Vincour,FA,C,24,1,1,2,-5,4,26,0,0,0,0,0,36,11
Jeff Petry,MON,D,35,1,4,5,-12,10,41,0,0,3,0,0,48,49
Nikita Nikitin,FA,D,41,1,8,9,1,10,46,0,0,4,0,0,40,52
Philip McRae,FA,C,15,1,2,3,-10,2,13,0,0,0,0,0,8,5
Mike Komisarek,FA,D,75,1,9,10,-8,86,48,0,0,0,0,0,146,117
Tyler Sloan,DAL,D,33,1,5,6,-6,14,12,0,0,0,0,0,30,32
Paul Bissonnette,FA,LW,48,1,0,1,6,71,18,0,0,0,0,0,122,5
Nathan Oystrick,ARI,D,9,1,2,3,1,9,11,0,1,0,0,0,6,5
Brendan Mikkelson,FA,D,24,0,2,2,-6,9,14,0,0,0,0,0,21,18
Drew Bagnall,FA,D,2,0,0,0,-2,4,1,0,0,0,0,0,0,1
Raitis Ivanans,CGY,LW,1,0,0,0,-1,5,0,0,0,0,0,0,1,0
Matt Ellis,FA,C,14,0,0,0,-4,0,20,0,0,0,0,0,8,7
Andrew Hutchinson,FA,D,5,0,1,1,-3,6,2,0,0,0,0,0,0,8
Shawn Belle,FA,D,9,0,0,0,-1,2,8,0,0,0,0,0,9,4
Stefan Meyer,FA,LW,16,0,2,2,0,17,12,0,0,0,0,0,24,10
Hugh Jessiman,FA,RW,2,0,0,0,-1,5,2,0,0,0,0,0,4,0
Steve Begin,FA,LW,2,0,0,0,-2,4,2,0,0,0,0,0,5,0
Colin White,FA,D,69,0,6,6,-2,48,50,0,0,0,0,1,109,100
Mike Mottau,FA,D,20,0,3,3,-12,8,21,0,0,1,0,0,17,33
Marcus Kruger,FA,C,7,0,0,0,-4,4,7,0,0,0,0,0,4,2
Linus Klasen,FA,LW,4,0,0,0,-3,0,4,0,0,0,0,0,1,1
Jamie Arniel,FA,C,1,0,0,0,-1,0,3,0,0,0,0,0,0,0
Stefan Della Rovere,FA,LW,7,0,0,0,0,11,4,0,0,0,0,0,10,2
Raymond Macias,FA,D,2,0,0,0,-1,2,0,0,0,0,0,0,1,1
Teemu Laakso,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jim O'Brien,FA,C,6,0,0,0,-3,2,11,0,0,0,0,0,5,0
Andreas Thuresson,NYR,RW,3,0,0,0,-1,2,2,0,0,0,0,0,8,0
Brandon Mashinter,FA,LW,13,0,0,0,-2,17,5,0,0,0,0,0,16,1
Luca Caputi,FA,LW,7,0,0,0,-2,4,8,0,0,0,0,0,7,0
Chris Mueller,ANH,C,15,0,3,3,0,2,7,0,0,0,0,0,19,0
Dylan Reese,FA,D,27,0,6,6,-12,15,23,0,0,0,0,0,17,22
Tyler Eckford,FA,D,4,0,0,0,-1,0,1,0,0,0,0,0,3,2
Spencer Machacek,FA,RW,10,0,0,0,-2,0,7,0,0,0,0,0,22,2
Arturs Kulda,FA,D,2,0,0,0,-2,2,3,0,0,0,0,0,4,1
Joe Colborne,FA,C,1,0,1,1,1,0,1,0,0,0,0,0,0,1
Drayson Bowman,FA,LW,23,0,1,1,0,12,28,0,0,0,0,0,24,9
Korbinian Holzer,NSH,D,2,0,0,0,-1,2,1,0,0,0,0,0,1,3
Carl Klingberg,NYR,LW,1,0,0,0,0,0,0,0,0,0,0,0,1,0
T.J. Brodie,CGY,D,3,0,0,0,-3,2,1,0,0,0,0,0,2,4
Adam Henrique,ANH,C,1,0,0,0,1,0,3,0,0,0,0,0,0,2
Stephane Da Costa,FA,C,4,0,0,0,-1,0,9,0,0,0,0,0,3,0
Jassen Cullimore,FA,D,36,0,8,8,4,8,22,0,0,0,0,0,38,34
Jason Strudwick,FA,D,43,0,2,2,-16,23,9,0,0,0,0,0,43,63
Wade Belak,FA,RW,15,0,0,0,-1,18,4,0,0,0,0,0,20,2
Ryan Hollweg,ARI,LW,3,0,0,0,-1,0,0,0,0,0,0,0,8,0
Eric Godard,FA,RW,19,0,3,3,4,105,1,0,0,0,0,0,19,2
Alex Plante,FA,D,3,0,0,0,-2,11,5,0,0,0,0,0,4,3
Matt Kassian,FA,LW,4,0,0,0,-1,12,1,0,0,0,0,0,6,3
Brodie Dupont,FA,LW,1,0,0,0,0,0,1,0,0,0,0,0,2,0
Kevin Westgarth,FA,RW,56,0,3,3,-6,105,20,0,0,0,0,0,59,5
Bruno Gervais,FA,D,53,0,6,6,-14,30,43,0,0,0,0,0,40,79
Kyle Quincey,FA,D,21,0,1,1,-5,18,39,0,0,0,0,0,28,26
Andre Benoit,FA,D,8,0,1,1,-1,6,17,0,0,1,0,0,5,12
Brad Lukowich,FA,D,5,0,0,0,2,0,3,0,0,0,0,0,5,6
Brian Willsie,FA,RW,1,0,1,1,0,0,0,0,0,0,0,0,0,2
Barret Jackman,FA,D,60,0,13,13,3,57,65,0,0,0,0,3,78,114
Jay Leach,NJ,D,7,0,0,0,0,7,2,0,0,0,0,0,5,6
Greg Zanon,FA,D,82,0,7,7,-5,48,55,0,0,1,0,1,169,212
Jeremy Williams,NYR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Garrett Stafford,FA,D,2,0,0,0,0,0,2,0,0,0,0,0,4,0
Robbie Earl,FA,LW,6,0,0,0,-3,0,6,0,0,0,0,0,8,0
Matt Lashoff,MON,D,11,0,1,1,1,6,8,0,0,1,0,0,10,14
Kyle Chipchura,FA,C,40,0,2,2,1,32,23,0,0,0,0,0,30,10
Derek Smith,ARI,D,9,0,1,1,3,0,13,0,0,0,0,0,5,11
Tim Wallace,FA,RW,7,0,0,0,-3,5,1,0,0,0,0,0,21,2
Aaron Gagnon,FA,C,19,0,2,2,-3,0,9,0,0,0,0,0,12,5
Cody Bass,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,3,1
Andrey Zubarev,FA,D,4,0,1,1,-4,4,2,0,0,0,0,0,15,8
Andreas Engqvist,FA,C,3,0,0,0,0,0,1,0,0,0,0,0,2,3
Eric Wellwood,FA,LW,3,0,1,1,1,2,8,0,0,0,0,0,4,1
Colby Cohen,FA,D,3,0,0,0,-1,4,2,0,0,0,0,0,4,3
Tyson Strachan,FA,D,29,0,1,1,-10,39,28,0,0,0,0,0,23,30
Yann Sauve,FA,D,5,0,0,0,-2,0,6,0,0,0,0,0,9,4
Colton Sceviour,FLA,RW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0
Cody Almond,FA,C,8,0,0,0,0,2,3,0,0,0,0,0,11,3
Roman Wick,FA,RW,7,0,0,0,-4,0,4,0,0,0,0,0,2,3
Marcel Mueller,FA,LW,3,0,0,0,0,2,5,0,0,0,0,0,7,0
Shane Sims,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,1,0
John Scott,FA,LW,40,0,1,1,0,72,15,0,0,0,0,0,60,10
Rob Klinkhammer,FA,LW,1,0,0,0,1,0,1,0,0,0,0,0,3,1
Jerome Samson,TB,RW,23,0,2,2,0,0,28,0,0,0,0,0,13,3
Chad Kolarik,FA,C,4,0,1,1,-1,2,4,0,0,0,0,0,3,2
James Wright,FA,C,1,0,0,0,-2,0,0,0,0,0,0,0,1,0
Jake Muzzin,TOR,D,11,0,1,1,-2,0,8,0,0,0,0,0,22,2
Ben Holmstrom,FA,C,2,0,0,0,-1,5,0,0,0,0,0,0,8,0
Erik Gustafsson,FA,D,3,0,0,0,-1,4,2,0,0,0,0,0,0,1
Brayden Schenn,STL,C,8,0,2,2,-1,0,11,0,0,0,0,0,12,1
Marco Scandella,STL,D,20,0,2,2,-9,2,13,0,0,0,0,0,20,22
Justin DiBenedetto,FA,LW,8,0,1,1,-2,2,6,0,0,0,0,0,13,3
Justin Falk,FA,D,22,0,3,3,-4,6,7,0,0,0,0,0,22,17
Christian Hanson,FA,C,6,0,0,0,0,4,2,0,0,0,0,0,11,0
Joe Callahan,CGY,D,27,0,1,1,-1,12,21,0,0,0,0,0,46,36
Patrick Rissmiller,FA,LW,10,0,1,1,-1,0,14,0,0,0,0,0,17,2
Jeff Taffe,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Eaton,FA,D,34,0,3,3,-2,8,29,0,0,0,0,0,30,82
Andy Sutton,FA,D,39,0,4,4,1,87,31,0,0,1,0,2,62,87
Jonas Andersson,FA,LW,4,0,0,0,1,0,1,0,0,0,0,0,3,1
Marc-Antoine Pouliot,ARI,C,3,0,0,0,-2,0,2,0,0,0,0,0,2,0
Joel Perrault,ANH,C,7,0,0,0,-1,0,3,0,0,0,0,0,11,2
Francis Wathier,FA,LW,3,0,0,0,-2,0,0,0,0,0,0,0,3,0
Aaron Voros,FA,RW,12,0,0,0,-4,43,8,0,0,0,0,0,12,1
Ryan Potulny,FA,C,10,0,0,0,-1,0,7,0,0,0,0,0,5,1
Michael Blunden,FA,RW,1,0,0,0,-1,0,2,0,0,0,0,0,6,0
Brett Carson,FA,D,19,0,0,0,9,4,12,0,0,0,0,0,19,11
Mark Fraser,FA,D,26,0,2,2,2,29,16,0,0,0,0,0,58,19
John Zeiler,FA,RW,4,0,0,0,-1,0,1,0,0,0,0,0,4,0
Jed Ortmeyer,FA,RW,4,0,0,0,-1,2,5,0,0,0,0,0,4,0
Doug Janik,FA,D,7,0,0,0,-2,7,8,0,0,0,0,0,2,7
Mike Duco,FA,LW,2,0,0,0,-1,10,0,0,0,0,0,0,6,0
Matthew Corrente,FA,D,22,0,6,6,-5,44,21,0,0,0,0,0,30,15
Brian Lee,FA,D,50,0,3,3,-10,24,35,0,0,0,0,0,88,77
Nigel Dawes,FA,LW,13,0,1,1,-6,0,12,0,0,0,0,0,19,3
John Moore,BOS,D,2,0,0,0,0,0,0,0,0,0,0,0,1,2
Brandon Pirri,VGK,C,1,0,0,0,-1,0,1,0,0,0,0,0,0,1
Brendon Nash,NYR,D,2,0,0,0,-1,0,2,0,0,0,0,0,1,6
Matt Bartkowski,MIN,D,6,0,0,0,-1,4,2,0,0,0,0,0,4,2
Evan Oberg,ARI,D,2,0,0,0,0,0,1,0,0,0,0,0,2,1
Mark Katic,FA,D,11,0,1,1,-9,4,8,0,0,0,0,0,8,21
Greg Nemisz,FA,C,6,0,1,1,-1,0,5,0,0,0,0,0,1,2
Dwight King,FA,LW,6,0,0,0,-2,2,3,0,0,0,0,0,7,1
Stephen Gionta,FA,C,12,0,0,0,-3,6,13,0,0,0,0,0,16,5
Tommy Wingels,FA,RW,5,0,0,0,-1,0,1,0,0,0,0,0,6,1
Rhett Rakhshani,FA,RW,2,0,0,0,-1,0,2,0,0,0,0,0,0,0
Jamie Doornbosch,FA,D,1,0,0,0,-1,0,1,0,0,0,0,0,1,0
Dale Weise,MON,RW,10,0,0,0,-1,19,9,0,0,0,0,0,20,3
Aaron Palushaj,FA,RW,3,0,0,0,1,2,3,0,0,0,0,0,3,1
Chris VandeVelde,FA,C,12,0,2,2,-6,12,16,0,0,0,0,0,19,12
Brian Strait,NJ,D,3,0,0,0,-1,0,0,0,0,0,0,0,2,2
Olivier Magnan-Grenier,NJ,D,18,0,0,0,-4,4,8,0,0,0,0,0,29,15
Travis Morin,FA,C,3,0,0,0,0,0,2,0,0,0,0,0,1,2
Brian Fahey,FA,D,7,0,1,1,-1,2,4,0,0,0,0,0,9,6
Corey Potter,FA,D,1,0,0,0,0,0,1,0,0,0,0,0,1,2
Raymond Sawada,FA,RW,1,0,0,0,-1,0,1,0,0,0,0,0,2,0
Mattias Ohlund,FA,D,72,0,5,5,-7,70,39,0,0,1,0,0,135,136
Adam Foote,FA,D,47,0,8,8,-9,33,23,0,0,0,0,0,55,67
Shane Hnidy,FA,D,3,0,0,0,-2,2,3,0,0,0,0,0,2,1
Matthew Lombardi,FA,C,2,0,0,0,-1,0,6,0,0,0,0,0,0,0
Anton Volchenkov,FA,D,57,0,8,8,3,36,65,0,0,0,0,0,125,106
Zack Stortini,FA,RW,32,0,4,4,-2,76,16,0,0,0,0,0,46,8
Corey Locke,CGY,C,5,0,1,1,-1,0,6,0,0,0,0,0,1,0
Guillame Desbiens,FA,RW,12,0,0,0,-3,10,4,0,0,0,0,0,22,4
Petr Prucha,FA,RW,11,0,1,1,0,4,10,0,0,0,0,0,13,3
Brett Sutter,LA,LW,5,0,1,1,-1,5,3,0,0,0,0,1,3,1
Nicholas Drazenovic,FA,C,3,0,0,0,-3,0,2,0,0,0,0,0,7,1
Sheldon Brookbank,FA,D,40,0,0,0,-8,63,29,0,0,0,0,0,54,37
Ladislav Smid,FA,D,78,0,10,10,-10,85,48,0,0,1,0,0,145,118
Nate Guenin,FA,D,3,0,0,0,-3,2,2,0,0,0,0,0,11,7
Matt Smaby,FA,D,32,0,0,0,2,17,9,0,0,0,0,0,45,18
Mike Zigomanis,BUF,C,8,0,1,1,0,4,7,0,0,0,0,0,6,3
Francis Lessard,FA,RW,24,0,0,0,0,78,6,0,0,0,0,0,36,2
Daymond Langkow,FA,C,4,0,1,1,3,0,6,0,0,0,0,0,4,0
Josh Green,FA,LW,12,0,0,0,-3,6,10,0,0,0,0,0,11,1
Mark Parrish,FA,RW,2,0,0,0,-2,0,0,0,0,0,0,0,2,2
Kenndal McArdle,FA,LW,11,0,0,0,-3,16,6,0,0,0,0,0,36,3
Tim Kennedy,FA,LW,6,0,1,1,0,0,2,0,0,0,0,0,16,6
Marc Methot,FA,D,74,0,15,15,2,58,58,0,0,0,0,1,176,98
Ryan Craig,FA,C,6,0,0,0,-3,22,7,0,0,0,0,0,6,1
Evgeny Grachev,FA,LW,8,0,0,0,-3,0,3,0,0,0,0,0,8,0
Paul Postma,FA,D,1,0,0,0,0,0,1,0,0,0,0,0,1,2
Nate Prosser,PHI,D,2,0,0,0,0,0,1,0,0,0,0,0,0,2
Patrick Wiercioch,FA,D,8,0,2,2,0,4,3,0,0,1,0,0,4,2
Jonas Holos,FA,D,39,0,6,6,-3,10,36,0,0,1,0,1,19,32
Lance Bouma,LA,C,16,0,1,1,-1,2,9,0,0,0,0,0,15,6
Matt Campanale,FA,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Michael Vernace,NYR,D,10,0,1,1,-2,2,6,0,0,0,0,0,8,3
Rick Rypien,FA,RW,9,0,1,1,-5,31,6,0,0,0,0,0,13,3
Ryan O'Byrne,FA,D,67,0,10,10,-7,75,45,0,0,0,0,0,179,131
Tim Sestito,FA,C,36,0,2,2,-5,9,22,0,0,0,0,0,79,14
Pierre Luc Letourneau-Leblond,FA,LW,2,0,0,0,-2,21,0,0,0,0,0,0,3,0
Chris Summers,FA,D,2,0,0,0,-3,4,0,0,0,0,0,0,4,2
Evan Brophey,ARI,C,1,0,0,0,0,0,1,0,0,0,0,0,3,1
Maxim Noreau,FA,D,5,0,0,0,-1,0,8,0,0,0,0,0,2,4
Nikita Filatov,FA,LW,23,0,7,7,3,8,31,0,0,3,0,0,10,4
Nick Holden,VGK,D,5,0,0,0,0,0,6,0,0,0,0,0,4,9
Davis Drewiske,FA,D,38,0,5,5,-1,19,27,0,0,0,0,0,23,61
Zach Hamill,VAN,C,3,0,1,1,1,0,1,0,0,0,0,0,0,3
Oskars Bartulis,FA,D,13,0,0,0,-4,4,7,0,0,0,0,0,8,13
Victor Oreskovich,FA,RW,16,0,3,3,1,8,19,0,0,0,0,0,28,7
Bryan Rodney,FA,D,3,0,0,0,0,2,3,0,0,0,0,0,0,4
Philip Larsen,FA,D,6,0,2,2,1,0,11,0,0,0,0,0,1,3
Tomas Kubalik,FA,RW,4,0,2,2,-3,0,5,0,0,0,0,0,14,0
Chris Tanev,VAN,D,29,0,1,1,0,0,15,0,0,1,0,0,10,32
Nick Bonino,NSH,C,26,0,0,0,-3,4,23,0,0,0,0,0,18,10
Matt Frattin,FA,RW,1,0,0,0,-1,0,5,0,0,0,0,0,1,0
Steven MacIntyre,ANH,LW,34,0,1,1,-1,93,6,0,0,0,0,0,23,4
D.J. King,FA,LW,16,0,2,2,-3,30,6,0,0,0,0,0,20,0
Colin Stuart,FA,LW,3,0,0,0,1,2,5,0,0,0,0,0,3,4
Frazer McLaren,FA,LW,9,0,0,0,-1,22,1,0,0,0,0,0,6,0
Ryan Parent,FA,D,4,0,0,0,-3,0,3,0,0,0,0,0,4,7
Brett Festerling,FA,D,1,0,0,0,-2,0,0,0,0,0,0,0,2,4
Keith Aucoin,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Richard Petiot,TB,D,2,0,0,0,1,2,1,0,0,0,0,0,3,4
Mathieu Roy,TB,D,4,0,0,0,-2,2,1,0,0,0,0,0,4,1
Noah Welch,WPG,D,2,0,0,0,-1,0,1,0,0,0,0,0,10,3
Matt Walker,PHI,D,4,0,0,0,0,4,3,0,0,0,0,0,5,5
Kris Newbury,FA,C,11,0,1,1,-1,35,6,0,0,0,0,0,19,1
Nolan Yonkman,CGY,D,16,0,1,1,5,39,8,0,0,0,0,0,41,11
Dave Scatchard,FA,C,8,0,1,1,1,6,6,0,0,0,0,0,7,0
Peter Forsberg,FA,C,2,0,0,0,-4,4,3,0,0,0,0,0,3,0