,Season,Player Name,Team,Games,W,L,OTL,GAA,GA,SA,SV,SV%,SO,MIN
454,2013,Kent Simpson,COL,1,0,0,0,6.0,2,7,5,0.7140000000000001,0,20
455,2013,Martin Biron,FA,2,0,1,0,7.8,9,38,29,0.763,0,71
456,2013,Nathan Lawson,FA,1,0,0,0,10.9,2,10,8,0.8,0,12
457,2013,Andrew Hammond,BUF,1,0,0,0,0.0,0,11,11,1.0,0,35
458,2013,Joacim Eriksson,FA,1,0,0,0,10.0,6,31,25,0.8059999999999999,0,36
459,2010,Carey Price,MON,72,38,28,6,2.4,165,2147,1982,0.9229999999999999,8,4206
460,2010,Roberto Luongo,FA,60,38,15,7,2.1,126,1753,1627,0.9279999999999999,4,3590
461,2010,Jimmy Howard,DET,63,37,17,5,2.8,168,1830,1662,0.9079999999999999,2,3615
462,2010,Miikka Kiprusoff,FA,71,37,24,6,2.6,182,1935,1753,0.9059999999999999,6,4156
463,2010,Cam Ward,FA,74,37,26,10,2.6,184,2375,2191,0.9229999999999999,4,4318
464,2010,Ilya Bryzgalov,FA,68,36,20,10,2.5,168,2125,1957,0.9209999999999999,7,4060
465,2010,Henrik Lundqvist,NYR,68,36,27,5,2.3,152,1965,1813,0.9229999999999999,11,4007
466,2010,Marc-Andre Fleury,VGK,65,36,20,5,2.3,143,1742,1599,0.9179999999999999,3,3695
467,2010,Tim Thomas,FA,57,35,11,9,2.0,112,1811,1699,0.938,9,3364
468,2010,Antti Niemi,FA,60,35,18,6,2.4,140,1741,1601,0.92,6,3524
469,2010,Jonathan Quick,LA,61,35,22,3,2.3,134,1631,1497,0.9179999999999999,6,3591
470,2010,Ryan Miller,ANH,66,34,22,8,2.6,165,1964,1799,0.9159999999999999,5,3829
471,2010,Kari Lehtonen,FA,69,34,24,11,2.6,175,2043,1868,0.914,3,4119
472,2010,Corey Crawford,CHI,57,33,18,6,2.3,128,1545,1417,0.917,4,3337
473,2010,Pekka Rinne,NSH,64,33,22,9,2.1,134,1905,1771,0.93,6,3789
474,2010,Sergei Bobrovsky,FLA,54,28,13,8,2.6,130,1527,1397,0.915,0,3017
475,2010,Jaroslav Halak,BOS,57,27,21,7,2.5,136,1518,1382,0.91,7,3294
476,2010,Michal Neuvirth,FA,48,27,12,4,2.5,110,1283,1173,0.914,4,2689
477,2010,Jonas Hiller,FA,49,26,16,3,2.6,114,1493,1379,0.924,5,2672
478,2010,Steve Mason,FA,54,24,21,7,3.1,153,1541,1388,0.9009999999999999,3,3027
479,2010,Dwayne Roloson,FA,54,24,25,5,2.6,138,1596,1458,0.914,4,3199
480,2010,Craig Anderson,OTT,51,24,20,4,2.8,135,1546,1411,0.9129999999999999,2,2865
481,2010,Martin Brodeur,FA,56,23,26,3,2.5,127,1313,1186,0.903,6,3116
482,2010,Tomas Vokoun,FA,57,22,28,5,2.6,137,1753,1616,0.922,6,3224
483,2010,Niklas Backstrom,FA,51,22,23,5,2.7,132,1566,1434,0.9159999999999999,3,2978
484,2010,Dan Ellis,FA,44,21,10,7,2.8,111,1089,978,0.898,2,2408
485,2010,Ondrej Pavelec,FA,58,21,23,9,2.8,147,1705,1558,0.914,4,3225
486,2010,James Reimer,CAR,37,20,10,5,2.6,90,1134,1044,0.9209999999999999,3,2080
487,2010,Brian Boucher,PHI,34,18,10,4,2.4,76,902,826,0.9159999999999999,0,1885
488,2010,Cory Schneider,NJ,25,16,4,2,2.3,51,714,663,0.929,1,1372
489,2010,Johan Hedberg,FA,34,15,12,2,2.4,68,777,709,0.912,3,1717
490,2010,Peter Budaj,FA,45,15,21,4,3.2,130,1234,1104,0.895,1,2439
491,2010,Jose Theodore,FA,32,15,11,3,2.7,81,963,882,0.9159999999999999,1,1793
492,2010,Brian Elliott,PHI,55,15,27,9,3.4,166,1551,1385,0.893,3,2983
493,2010,Chris Mason,FA,33,13,13,3,3.4,95,882,787,0.892,1,1682
494,2010,Mike Smith,EDM,22,13,6,1,2.9,58,576,518,0.899,1,1202
495,2010,Brent Johnson,FA,23,13,5,3,2.2,47,604,557,0.922,1,1297
496,2010,Devan Dubnyk,MIN,35,12,13,8,2.7,93,1103,1010,0.9159999999999999,2,2061
497,2010,Antero Niittymaki,FA,24,12,7,3,2.7,64,615,551,0.8959999999999999,0,1414
498,2010,Anders Lindback,FA,22,11,5,2,2.6,49,576,527,0.915,2,1131
499,2010,Jean-Sebastien Giguere,FA,33,11,11,4,2.9,78,777,699,0.9,0,1633
500,2010,Semyon Varlamov,NYI,27,11,9,5,2.2,58,759,701,0.924,2,1560
501,2010,Marty Turco,FA,30,11,11,3,3.0,82,799,717,0.897,1,1631
502,2010,Jonathan Bernier,DET,25,11,8,3,2.5,57,652,595,0.9129999999999999,3,1378
503,2010,Tuukka Rask,BOS,29,11,14,2,2.7,71,866,795,0.9179999999999999,2,1594
504,2010,Nikolai Khabibulin,FA,47,10,32,4,3.4,153,1389,1236,0.89,2,2701
505,2010,Braden Holtby,WAS,14,10,2,2,1.8,22,332,310,0.934,2,736
506,2010,Mathieu Garon,FA,36,10,14,6,2.7,88,887,799,0.9009999999999999,3,1938
507,2010,Curtis McElhinney,TB,28,9,13,1,3.2,74,721,647,0.897,2,1395
508,2010,Jhonas Enroth,FA,14,9,2,2,2.7,35,377,342,0.907,1,769
509,2010,Al Montoya,FA,21,9,5,5,2.4,46,585,539,0.9209999999999999,1,1154
510,2010,Andrew Raycroft,FA,19,8,5,0,2.9,40,446,406,0.91,2,847
511,2010,Ty Conklin,FA,25,8,8,4,3.2,69,582,513,0.8809999999999999,2,1285
512,2010,Scott Clemmensen,FA,31,8,11,7,2.6,74,833,759,0.9109999999999999,1,1696
513,2010,Martin Biron,FA,17,8,6,0,2.2,33,426,393,0.9229999999999999,0,928
514,2010,Rick DiPietro,FA,26,8,14,4,3.5,88,773,685,0.8859999999999999,1,1533
515,2010,Jason LaBarbera,FA,17,7,6,3,3.3,48,529,481,0.909,2,883
516,2010,Ray Emery,FA,10,7,2,0,2.3,20,272,252,0.9259999999999999,0,527
517,2010,Alex Auld,FA,16,6,2,2,2.7,33,383,350,0.914,0,749
518,2010,Jonas Gustavsson,FA,23,6,13,2,3.3,68,620,552,0.89,0,1242
519,2010,Joey MacDonald,FA,15,5,5,3,2.6,31,372,341,0.917,1,721
520,2010,Chris Osgood,FA,11,5,3,2,2.8,29,298,269,0.903,0,629
521,2010,Henrik Karlsson,CHI,17,4,5,6,2.6,36,391,355,0.9079999999999999,0,838
522,2010,Pascal Leclaire,FA,14,4,7,1,2.9,36,391,355,0.9079999999999999,0,763
523,2010,Kevin Poulin,FA,10,4,2,1,2.5,20,262,242,0.924,0,491
524,2010,Martin Gerber,FA,3,3,0,0,1.3,4,95,91,0.958,0,185
525,2010,Justin Peters,FA,12,3,5,1,4.0,43,343,300,0.875,0,648
526,2010,Ben Bishop,DAL,7,3,4,0,2.8,17,168,151,0.899,1,369
527,2010,Anton Khudobin,DAL,4,2,1,0,1.6,5,86,81,0.9420000000000001,1,189
528,2010,Cedrick Desjardins,FA,2,2,0,0,1.0,2,63,61,0.968,0,120
529,2010,Mikko Koskinen,EDM,4,2,1,0,4.4,15,118,103,0.873,0,208
530,2010,Michael Leighton,FA,1,1,0,0,4.1,4,36,32,0.889,0,60
531,2010,Alex Stalock,MIN,1,1,0,0,0.0,0,9,9,1.0,0,30
532,2010,Nathan Lawson,FA,10,1,4,2,4.1,26,243,217,0.893,0,384
533,2010,Robin Lehner,VGK,8,1,4,0,3.6,20,178,158,0.888,0,341
534,2010,Richard Bachman,VAN,1,0,0,0,0.0,0,4,4,1.0,0,10
535,2010,Timo Pielmeier,NJ,1,0,0,0,7.5,5,12,7,0.583,0,40
536,2010,Tom McCollum,NYR,1,0,0,0,12.9,3,8,5,0.625,0,15
537,2010,David LeNeveu,FA,1,0,0,0,6.0,2,12,10,0.833,0,20
538,2010,Mike McKenna,FA,2,0,1,0,3.1,6,56,50,0.893,0,118
539,2010,Matt Climie,FA,1,0,0,0,1.9,1,16,15,0.938,0,32
540,2010,Patrick Lalime,FA,7,0,5,0,3.0,18,163,145,0.89,0,365
541,2010,Mark Dekanich,FA,1,0,0,0,3.7,3,25,22,0.88,0,50
542,2010,Chad Johnson,FA,1,0,0,0,6.0,2,11,9,0.818,0,20
543,2010,Mike Brodeur,MIN,4,0,1,0,4.4,7,42,35,0.833,0,97
544,2010,Peter Mannino,FA,2,0,0,0,4.2,5,36,31,0.861,0,73
545,2010,Jacob Markstrom,VAN,1,0,1,0,3.1,2,14,12,0.857,0,40
546,2015,Braden Holtby,WAS,66,48,9,7,2.2,141,1802,1661,0.922,3,3841
547,2015,Jonathan Quick,LA,68,40,23,5,2.2,149,1820,1671,0.9179999999999999,5,4034
548,2015,Martin Jones,SJ,65,37,23,4,2.3,143,1734,1591,0.9179999999999999,6,3786
549,2015,Corey Crawford,CHI,58,35,18,5,2.4,131,1718,1587,0.924,7,3323
550,2015,Roberto Luongo,FA,62,35,19,6,2.4,141,1801,1660,0.922,4,3602
551,2015,Ben Bishop,DAL,61,35,21,4,2.1,123,1672,1549,0.9259999999999999,6,3585
552,2015,Henrik Lundqvist,NYR,65,35,21,7,2.5,156,1944,1788,0.92,4,3772
553,2015,Marc-Andre Fleury,VGK,58,35,17,6,2.3,132,1665,1533,0.9209999999999999,5,3463
554,2015,Pekka Rinne,NSH,66,34,21,10,2.5,161,1744,1583,0.9079999999999999,4,3895
555,2015,Devan Dubnyk,MIN,67,32,26,6,2.3,150,1829,1679,0.9179999999999999,5,3861
556,2015,Craig Anderson,OTT,60,31,23,5,2.8,161,1915,1754,0.9159999999999999,4,3477
557,2015,Tuukka Rask,BOS,64,31,22,8,2.6,157,1854,1697,0.915,4,3678
558,2015,Cory Schneider,NJ,58,27,25,6,2.2,122,1597,1475,0.924,4,3412
559,2015,Semyon Varlamov,NYI,57,27,25,3,2.8,148,1714,1566,0.914,2,3159
560,2015,Petr Mrazek,CAR,54,27,16,6,2.3,115,1448,1333,0.9209999999999999,4,2961
561,2015,Jake Allen,STL,47,26,15,3,2.4,101,1260,1159,0.92,6,2583
562,2015,Antti Niemi,FA,48,25,13,7,2.7,118,1246,1128,0.905,3,2654
563,2015,Kari Lehtonen,FA,43,25,10,2,2.8,105,1121,1016,0.9059999999999999,2,2279
564,2015,Cam Ward,FA,52,23,17,10,2.4,122,1343,1221,0.909,1,3038
565,2015,Thomas Greiss,NYI,41,23,11,4,2.4,90,1197,1107,0.925,1,2287
566,2015,Brian Elliott,PHI,42,23,8,6,2.1,78,1113,1035,0.93,4,2263
567,2015,Steve Mason,FA,54,23,19,10,2.5,132,1602,1470,0.9179999999999999,4,3150
568,2015,Frederik Andersen,TOR,43,22,9,7,2.3,88,1086,998,0.919,3,2298
569,2015,Chad Johnson,FA,45,22,16,4,2.4,102,1270,1168,0.92,1,2591
570,2015,John Gibson,ANH,40,21,13,4,2.1,79,992,913,0.92,4,2295
571,2015,Cam Talbot,CGY,56,21,27,5,2.6,137,1648,1511,0.917,3,3223
572,2015,Mike Condon,TB,55,21,25,6,2.7,141,1458,1317,0.903,1,3123
573,2015,Michal Neuvirth,FA,32,18,8,4,2.3,69,908,839,0.924,3,1825
574,2015,Jaroslav Halak,BOS,36,18,13,4,2.3,80,984,904,0.919,3,2091
575,2015,James Reimer,CAR,40,17,14,7,2.3,88,1128,1040,0.922,3,2290
576,2015,Karri Ramo,FA,37,17,18,1,2.6,94,1034,940,0.909,1,2145
577,2015,Ryan Miller,ANH,51,17,24,9,2.7,137,1634,1497,0.9159999999999999,1,3043
578,2015,Joonas Korpisalo,CLS,31,16,11,4,2.6,78,969,891,0.92,0,1803
579,2015,Louis Domingue,VAN,39,15,18,5,2.8,101,1142,1041,0.912,2,2206
580,2015,Mike Smith,EDM,32,15,13,2,2.6,77,921,844,0.9159999999999999,3,1754
581,2015,Sergei Bobrovsky,FLA,37,15,19,1,2.8,97,1049,952,0.9079999999999999,1,2116
582,2015,Jimmy Howard,DET,38,14,14,5,2.8,93,982,889,0.905,2,1993
583,2015,Connor Hellebuyck,WPG,26,13,11,1,2.4,56,683,627,0.9179999999999999,2,1433
584,2015,Ondrej Pavelec,FA,33,13,13,4,2.8,88,918,830,0.904,1,1899
585,2015,Jacob Markstrom,VAN,33,13,14,4,2.7,84,988,904,0.915,0,1847
586,2015,Jonathan Bernier,DET,38,12,21,3,2.9,103,1114,1011,0.9079999999999999,3,2147
587,2015,Al Montoya,FA,25,12,7,3,2.2,49,608,559,0.919,0,1351
588,2015,Scott Darling,FA,29,12,8,4,2.6,67,784,717,0.915,1,1560
589,2015,Eddie Lack,FA,34,12,14,6,2.8,90,910,820,0.9009999999999999,2,1920
590,2015,Jonas Gustavsson,FA,24,11,9,1,2.7,57,622,565,0.9079999999999999,1,1258
591,2015,Andrei Vasilevskiy,TB,24,11,10,0,2.8,58,646,588,0.91,1,1259
592,2015,Antti Raanta,ARI,25,11,6,2,2.3,43,530,487,0.919,1,1150
593,2015,Carey Price,MON,12,10,2,0,2.1,24,365,341,0.934,2,698
594,2015,Anders Nilsson,OTT,29,10,13,2,3.1,78,789,711,0.9009999999999999,0,1501
595,2015,Keith Kinkaid,MON,23,9,9,1,2.8,58,605,547,0.904,2,1240
596,2015,Jonas Hiller,FA,26,9,11,1,3.5,79,654,575,0.879,1,1351
597,2015,Matt Murray,PIT,13,9,2,1,2.0,25,355,330,0.93,1,749
598,2015,Michael Hutchinson,COL,30,9,15,3,2.9,75,805,730,0.907,0,1586
599,2015,Philipp Grubauer,COL,22,8,9,1,2.3,43,523,480,0.9179999999999999,0,1111
600,2015,Linus Ullmark,BUF,20,8,10,2,2.6,49,565,516,0.9129999999999999,0,1131
601,2015,Carter Hutton,BUF,17,7,5,4,2.3,38,464,426,0.9179999999999999,2,979
602,2015,Calvin Pickard,DET,20,7,6,1,2.6,42,539,497,0.922,1,985
603,2015,Jhonas Enroth,FA,16,7,5,1,2.2,31,398,367,0.922,2,856
604,2015,Andrew Hammond,BUF,24,7,11,4,2.7,61,712,651,0.914,1,1382
605,2015,Joni Ortio,FA,22,7,9,5,2.8,55,564,509,0.902,1,1197
606,2015,Darcy Kuemper,ARI,21,6,7,5,2.4,43,507,464,0.915,2,1063
607,2015,Garret Sparks,VGK,17,6,9,1,3.0,49,456,407,0.893,1,975
608,2015,Ben Scrivens,FA,15,5,8,0,3.1,42,447,405,0.9059999999999999,0,822
609,2015,Reto Berra,FA,14,5,8,0,2.4,29,374,345,0.922,2,721
610,2015,Robin Lehner,VGK,21,5,9,5,2.5,48,634,586,0.924,1,1164
611,2015,Anders Lindback,FA,19,5,7,1,3.1,47,443,396,0.894,0,906
612,2015,Jeff Zatkoff,FA,14,4,7,1,2.8,34,408,374,0.917,0,732
613,2015,Anton Khudobin,DAL,9,3,3,0,2.7,16,175,159,0.909,1,356
614,2015,Jean-Francois Berube,NYR,7,3,2,1,2.7,18,210,192,0.914,0,399
615,2015,Alex Stalock,MIN,13,3,5,2,3.0,33,285,252,0.884,0,674
616,2015,Curtis McElhinney,TB,18,2,7,3,3.3,46,417,371,0.89,0,835
617,2015,Scott Wedgewood,TB,4,2,1,1,1.3,5,116,111,0.9570000000000001,1,241
618,2015,Niklas Backstrom,FA,4,2,2,0,3.4,13,109,96,0.8809999999999999,0,233
619,2015,Richard Bachman,VAN,1,1,0,0,3.1,3,31,28,0.903,0,60
620,2015,Anton Forsberg,CAR,4,1,3,0,3.1,9,97,88,0.907,0,178
621,2015,Christopher Gibson,NYI,4,1,1,1,3.4,11,93,82,0.882,0,194
622,2015,Charlie Lindgren,MON,1,1,0,0,2.0,2,28,26,0.929,0,60
623,2015,Dustin Tokarski,PIT,6,1,3,0,3.2,12,98,86,0.878,0,226
624,2015,Peter Budaj,FA,1,1,0,0,3.9,4,28,24,0.857,0,62
625,2015,Chris Driedger,FLA,1,0,0,0,0.0,0,11,11,1.0,0,32
626,2015,Niklas Treutle,FA,2,0,1,0,6.2,5,20,15,0.75,0,50
627,2015,Roman Will,FA,1,0,0,0,3.3,1,3,2,0.667,0,18
628,2015,Kristers Gudlevskis,FA,1,0,0,1,1.0,1,32,31,0.9690000000000001,0,60
629,2015,Michael Leighton,FA,1,0,0,0,1.5,1,17,16,0.941,0,39
630,2015,Jason Kasdorf,FA,1,0,1,0,4.0,4,30,26,0.867,0,60
631,2015,Magnus Hellberg,FA,1,0,0,0,6.0,2,6,4,0.667,0,20
632,2015,Laurent Brossoit,WPG,5,0,4,1,3.6,18,142,124,0.873,0,300
633,2015,Jordan Binnington,STL,1,0,0,0,5.0,1,4,3,0.75,0,13
634,2015,Juuse Saros,NSH,1,0,1,0,3.1,3,23,20,0.87,0,58
635,2015,Pheonix Copley,WAS,1,0,0,0,2.5,1,6,5,0.833,0,24
636,2015,Matt O'Connor,FA,1,0,1,0,3.1,3,34,31,0.912,0,58
637,2015,Yann Danis,MON,2,0,1,0,4.9,4,18,14,0.778,0,51
638,2018,Andrei Vasilevskiy,TB,53,39,10,4,2.4,128,1713,1585,0.925,6,3204
639,2018,Sergei Bobrovsky,FLA,62,37,24,1,2.6,153,1756,1603,0.9129999999999999,9,3557
640,2018,Martin Jones,SJ,62,36,19,5,3.0,176,1699,1523,0.8959999999999999,3,3597
641,2018,Frederik Andersen,TOR,60,36,16,7,2.8,162,1958,1796,0.917,1,3510
642,2018,Marc-Andre Fleury,VGK,61,35,21,5,2.5,152,1745,1593,0.9129999999999999,8,3635
643,2018,Carey Price,MON,66,35,24,6,2.5,161,1952,1791,0.9179999999999999,4,3880
644,2018,Connor Hellebuyck,WPG,63,34,23,3,2.9,179,2051,1872,0.9129999999999999,2,3704
645,2018,Braden Holtby,WAS,59,32,19,5,2.8,160,1795,1635,0.9109999999999999,3,3407
646,2018,Devan Dubnyk,MIN,67,31,28,6,2.6,163,1877,1714,0.9129999999999999,2,3855
647,2018,Pekka Rinne,NSH,56,30,19,4,2.4,130,1581,1451,0.9179999999999999,4,3220
648,2018,Matt Murray,PIT,50,29,14,6,2.7,129,1594,1465,0.919,4,2880
649,2018,Jacob Markstrom,VAN,60,28,23,9,2.8,166,1896,1730,0.912,1,3599
650,2018,David Rittich,CGY,45,27,9,5,2.6,109,1228,1119,0.9109999999999999,1,2503
651,2018,Tuukka Rask,BOS,46,27,13,5,2.5,109,1245,1136,0.912,4,2635
652,2018,Darcy Kuemper,ARI,55,27,20,8,2.3,126,1677,1551,0.925,5,3251
653,2018,Ben Bishop,DAL,46,27,15,2,2.0,87,1323,1236,0.934,7,2637
654,2018,John Gibson,ANH,58,26,22,8,2.9,153,1838,1685,0.917,2,3233
655,2018,Mikko Koskinen,EDM,55,25,21,6,3.0,146,1551,1405,0.9059999999999999,4,2992
656,2018,Robin Lehner,VGK,46,25,13,5,2.1,93,1323,1230,0.93,6,2616
657,2018,Jordan Binnington,STL,32,24,5,1,1.9,59,807,748,0.927,5,1876
658,2018,Jimmy Howard,DET,55,23,22,5,3.1,156,1709,1553,0.909,0,3053
659,2018,Thomas Greiss,NYI,43,23,14,2,2.3,87,1185,1098,0.927,5,2294
660,2018,Mike Smith,EDM,42,23,16,2,2.7,109,1069,960,0.898,2,2400
661,2018,Petr Mrazek,CAR,40,23,14,3,2.4,95,1104,1009,0.914,4,2387
662,2018,Jaroslav Halak,BOS,40,22,11,4,2.4,90,1158,1068,0.922,5,2308
663,2018,Louis Domingue,VAN,26,21,5,0,2.9,75,812,737,0.9079999999999999,0,1561
664,2018,Curtis McElhinney,TB,33,20,11,2,2.6,85,968,883,0.912,2,1978
665,2018,Semyon Varlamov,NYI,49,20,19,9,2.9,136,1496,1360,0.909,2,2839
666,2018,Jake Allen,STL,46,19,17,8,2.8,121,1277,1156,0.905,3,2568
667,2018,Carter Hutton,BUF,50,18,25,5,3.0,142,1541,1399,0.9079999999999999,0,2840
668,2018,Henrik Lundqvist,NYR,52,18,23,10,3.1,158,1699,1541,0.907,0,3089
669,2018,Philipp Grubauer,COL,37,18,9,5,2.7,89,1071,982,0.917,3,2021
670,2018,Roberto Luongo,FA,43,18,16,5,3.1,122,1205,1083,0.899,1,2347
671,2018,Craig Anderson,OTT,50,17,27,4,3.5,163,1676,1513,0.903,2,2785
672,2018,Juuse Saros,NSH,31,17,10,2,2.6,74,870,796,0.915,3,1696
673,2018,Pheonix Copley,WAS,27,16,7,3,2.9,74,776,702,0.905,1,1529
674,2018,Carter Hart,PHI,31,16,13,1,2.9,81,976,895,0.917,0,1717
675,2018,Anton Khudobin,DAL,41,16,17,5,2.6,95,1232,1137,0.9229999999999999,2,2220
676,2018,Jonathan Quick,LA,46,16,23,7,3.4,149,1329,1180,0.888,2,2648
677,2018,Cam Ward,FA,33,16,12,4,3.7,115,1113,998,0.897,0,1882
