,Season,Player Name,Team,Games,W,L,OTL,GAA,GA,SA,SV,SV%,SO,MIN
678,2018,Keith Kinkaid,MON,41,15,18,6,3.4,129,1188,1059,0.8909999999999999,3,2302
679,2018,Linus Ullmark,BUF,37,15,14,5,3.1,109,1146,1037,0.905,2,2102
680,2018,Casey DeSmith,PIT,36,15,11,5,2.8,89,1060,971,0.9159999999999999,3,1944
681,2018,Anders Nilsson,OTT,36,14,19,1,3.0,101,1098,997,0.9079999999999999,2,2040
682,2018,Corey Crawford,CHI,39,14,18,5,2.9,108,1176,1068,0.9079999999999999,2,2213
683,2018,Alexandar Georgiev,NYR,33,14,13,4,2.9,91,1057,966,0.914,2,1874
684,2018,James Reimer,CAR,36,13,12,5,3.1,93,929,836,0.9,0,1805
685,2018,Laurent Brossoit,WPG,21,13,6,2,2.5,49,652,603,0.925,1,1165
686,2018,Brian Elliott,PHI,26,11,11,1,3.0,69,741,672,0.907,1,1397
687,2018,Cam Talbot,CGY,35,11,17,3,3.4,108,997,889,0.892,1,1905
688,2018,Joonas Korpisalo,CLS,27,10,7,3,3.0,67,651,584,0.897,0,1361
689,2018,Jack Campbell,TOR,31,10,14,1,2.3,61,845,784,0.9279999999999999,2,1593
690,2018,MacKenzie Blackwood,NJ,23,10,10,0,2.6,55,669,614,0.9179999999999999,2,1264
691,2018,Aaron Dell,SJ,25,10,8,4,3.2,70,613,543,0.8859999999999999,2,1323
692,2018,Jonathan Bernier,DET,35,9,18,5,3.2,98,1025,927,0.904,1,1860
693,2018,Ryan Miller,ANH,20,8,7,2,2.8,51,578,527,0.912,1,1109
694,2018,Garret Sparks,VGK,20,8,9,1,3.2,58,592,534,0.902,1,1105
695,2018,Malcolm Subban,CHI,21,8,10,2,3.0,60,612,552,0.902,1,1227
696,2018,Antti Niemi,FA,17,8,6,2,3.8,61,539,478,0.887,0,969
697,2018,Adin Hill,ARI,13,7,5,0,2.8,32,322,290,0.9009999999999999,1,696
698,2018,Alex Stalock,MIN,21,6,8,3,3.0,53,525,472,0.899,0,1065
699,2018,Cory Schneider,NJ,26,6,13,4,3.1,70,718,648,0.903,1,1372
700,2018,Collin Delia,CHI,16,6,4,3,3.6,50,545,495,0.9079999999999999,0,831
701,2018,Antti Raanta,ARI,12,5,6,0,2.9,33,351,318,0.9059999999999999,0,687
702,2018,Cal Petersen,LA,11,5,4,1,2.6,27,355,328,0.924,1,622
703,2018,Samuel Montembeault,FLA,11,4,3,2,3.1,30,282,252,0.894,0,591
704,2018,Anthony Stolarz,ANH,18,4,5,3,3.5,50,503,453,0.9009999999999999,1,868
705,2018,Calvin Pickard,DET,17,4,6,2,3.9,48,384,336,0.875,1,747
706,2018,Thatcher Demko,VAN,9,4,3,1,2.8,25,288,263,0.9129999999999999,0,534
707,2018,Michael Hutchinson,COL,9,3,4,2,3.3,27,239,212,0.887,1,496
708,2018,Chad Johnson,FA,19,2,11,0,3.7,49,406,357,0.879,1,810
709,2018,Edward Pasquale,FA,3,2,1,0,4.0,12,102,90,0.882,0,182
710,2018,Scott Darling,FA,8,2,4,2,3.4,27,233,206,0.884,0,486
711,2018,Mike McKenna,FA,11,1,5,1,4.0,34,316,282,0.892,0,511
712,2018,Michal Neuvirth,FA,7,1,4,1,4.3,26,184,158,0.8590000000000001,0,366
713,2018,Alex Nedeljkovic,CAR,1,1,0,0,2.0,2,26,24,0.9229999999999999,0,60
714,2018,Charlie Lindgren,MON,1,1,0,0,4.6,5,49,44,0.898,0,65
715,2018,Kevin Boyle,ANH,5,1,3,0,2.2,10,139,129,0.9279999999999999,1,277
716,2018,Eric Comrie,WPG,1,0,1,0,5.1,5,28,23,0.821,0,60
717,2018,Pavel Francouz,COL,2,0,2,0,2.0,2,35,33,0.943,0,61
718,2018,Tristan Jarry,PIT,2,0,1,1,3.5,7,62,55,0.887,0,120
719,2018,Peter Budaj,FA,3,0,1,0,5.1,6,33,27,0.818,0,72
720,2018,Joey Daccord,OTT,1,0,1,0,5.0,5,40,35,0.875,0,60
721,2018,Marcus Hogberg,OTT,4,0,2,1,4.1,14,121,107,0.884,0,206
722,2018,Richard Bachman,VAN,1,0,1,0,6.0,6,29,23,0.7929999999999999,0,60
723,2018,Max Lagace,BOS,1,0,1,0,4.1,4,31,27,0.871,0,60
724,2018,Landon Bow,DAL,2,0,0,0,1.0,1,19,18,0.9470000000000001,0,58
725,2018,Christopher Gibson,NYI,2,0,0,0,1.5,1,17,16,0.941,0,40
726,2018,Kaden Fulcher,DET,1,0,0,0,4.4,2,11,9,0.818,0,27
727,2018,Mike Condon,TB,2,0,2,0,6.5,8,40,32,0.8,0,75
728,2018,Hunter Miska,COL,1,0,0,0,3.3,1,9,8,0.889,0,18
729,2018,Michael DiPietro,VAN,1,0,1,0,7.0,7,24,17,0.708,0,60
730,2018,Alex Lyon,PHI,2,0,1,0,5.1,6,31,25,0.8059999999999999,0,71
731,2012,Antti Niemi,FA,43,24,12,6,2.2,93,1220,1127,0.924,4,2581
732,2012,Henrik Lundqvist,NYR,43,24,16,3,2.1,88,1190,1102,0.9259999999999999,2,2575
733,2012,Niklas Backstrom,FA,42,24,15,3,2.5,98,1072,974,0.909,2,2368
734,2012,Braden Holtby,WAS,36,23,12,1,2.6,90,1123,1033,0.92,4,2089
735,2012,Marc-Andre Fleury,VGK,33,23,8,0,2.4,74,881,807,0.9159999999999999,1,1858
736,2012,Evgeni Nabokov,FA,41,23,11,7,2.5,103,1139,1036,0.91,3,2475
737,2012,Carey Price,MON,39,21,13,4,2.6,97,1018,921,0.905,3,2249
738,2012,Jimmy Howard,DET,42,21,13,7,2.2,87,1129,1042,0.9229999999999999,5,2446
739,2012,Sergei Bobrovsky,FLA,38,21,11,6,2.0,74,1084,1010,0.932,4,2219
740,2012,Ondrej Pavelec,FA,44,21,20,3,2.8,119,1251,1132,0.905,0,2553
741,2012,Tuukka Rask,BOS,36,19,10,5,2.0,70,980,910,0.929,5,2104
742,2012,James Reimer,CAR,33,19,8,5,2.5,76,995,919,0.924,4,1856
743,2012,Corey Crawford,CHI,30,19,5,5,2.0,57,769,712,0.9259999999999999,3,1761
744,2012,Ilya Bryzgalov,FA,40,19,17,3,2.8,107,1066,959,0.9,1,2298
745,2012,Jonathan Quick,LA,37,18,13,4,2.5,87,889,802,0.902,1,2134
746,2012,Ryan Miller,ANH,40,17,17,5,2.8,108,1270,1162,0.915,0,2302
747,2012,Ray Emery,FA,21,17,1,0,1.9,36,460,424,0.922,3,1116
748,2012,Cory Schneider,NJ,30,17,9,4,2.1,61,835,774,0.927,5,1733
749,2012,Kari Lehtonen,FA,36,15,14,3,2.7,88,1050,962,0.9159999999999999,1,1986
750,2012,Mike Smith,EDM,34,15,12,5,2.6,84,938,854,0.91,5,1956
751,2012,Pekka Rinne,NSH,43,15,16,8,2.4,99,1101,1002,0.91,5,2444
752,2012,Viktor Fasth,FA,25,15,6,2,2.2,52,661,609,0.9209999999999999,4,1428
753,2012,Jonas Hiller,FA,26,15,6,4,2.4,59,675,616,0.9129999999999999,1,1498
754,2012,Brian Elliott,PHI,24,14,8,1,2.3,49,526,477,0.907,3,1292
755,2012,Devan Dubnyk,MIN,38,14,16,6,2.6,90,1132,1042,0.92,2,2101
756,2012,Martin Brodeur,FA,29,13,9,7,2.2,65,654,589,0.9009999999999999,2,1757
757,2012,Tomas Vokoun,FA,20,13,4,0,2.5,42,519,477,0.919,3,1029
758,2012,Craig Anderson,OTT,24,12,9,2,1.7,40,677,637,0.941,3,1421
759,2012,Ben Bishop,DAL,22,11,9,1,2.7,56,701,645,0.92,2,1261
760,2012,Semyon Varlamov,NYI,35,11,21,3,3.0,98,1007,909,0.903,3,1950
761,2012,Anders Lindback,FA,24,10,10,1,2.9,63,642,579,0.902,0,1304
762,2012,Roberto Luongo,FA,20,9,6,3,2.6,51,551,500,0.907,2,1197
763,2012,Jonathan Bernier,DET,14,9,3,1,1.9,24,306,282,0.922,1,768
764,2012,Anton Khudobin,DAL,14,9,4,1,2.3,31,388,357,0.92,1,803
765,2012,Jake Allen,STL,15,9,4,0,2.5,33,346,313,0.905,1,804
766,2012,Cam Ward,FA,17,9,6,1,2.9,44,477,433,0.9079999999999999,0,929
767,2012,Miikka Kiprusoff,FA,24,8,14,2,3.5,77,650,573,0.882,0,1344
768,2012,Jacob Markstrom,VAN,23,8,14,1,3.2,68,685,617,0.9009999999999999,0,1266
769,2012,Joey MacDonald,FA,21,8,9,1,2.9,55,562,507,0.902,0,1148
770,2012,Peter Budaj,FA,13,8,1,1,2.3,25,273,248,0.9079999999999999,1,656
771,2012,Steve Mason,FA,20,7,8,1,2.6,47,561,514,0.9159999999999999,0,1090
772,2012,Ben Scrivens,FA,20,7,9,0,2.7,46,542,496,0.915,2,1025
773,2012,Dan Ellis,FA,19,6,8,2,3.1,52,555,503,0.9059999999999999,1,997
774,2012,Johan Hedberg,FA,19,6,10,3,2.8,51,435,384,0.883,1,1108
775,2012,Jaroslav Halak,BOS,16,6,5,1,2.2,29,286,257,0.899,3,813
776,2012,Richard Bachman,VAN,13,6,5,0,3.3,33,288,255,0.885,0,609
777,2012,Robin Lehner,VGK,12,5,3,4,2.2,27,424,397,0.9359999999999999,0,735
778,2012,Mathieu Garon,FA,18,5,9,2,2.9,44,427,383,0.897,0,910
779,2012,Jean-Sebastien Giguere,FA,18,5,4,4,2.9,43,469,426,0.9079999999999999,0,908
780,2012,Justin Peters,FA,19,4,11,1,3.5,55,506,451,0.8909999999999999,1,954
781,2012,Jason LaBarbera,FA,15,4,6,2,2.7,32,418,386,0.9229999999999999,0,726
782,2012,Jhonas Enroth,FA,12,4,4,1,2.6,27,332,305,0.919,1,623
783,2012,Jose Theodore,FA,15,4,6,3,3.3,42,391,349,0.893,0,766
784,2012,Nikolai Khabibulin,FA,12,4,6,1,2.6,29,376,347,0.9229999999999999,1,684
785,2012,Michal Neuvirth,FA,13,4,5,2,2.8,33,367,334,0.91,0,723
786,2012,Al Montoya,FA,7,3,1,0,2.9,17,168,151,0.899,1,351
787,2012,Scott Clemmensen,FA,19,3,7,2,3.7,53,421,368,0.8740000000000001,0,866
788,2012,Jonas Gustavsson,FA,7,2,2,1,2.9,17,140,123,0.879,0,349
789,2012,Leland Irving,FA,6,2,1,1,3.3,15,128,113,0.883,0,270
790,2012,Chad Johnson,FA,4,2,0,2,1.2,5,108,103,0.9540000000000001,1,247
791,2012,Martin Biron,FA,6,2,2,1,2.3,13,156,143,0.917,0,336
792,2012,Kevin Poulin,FA,5,1,3,0,3.0,13,122,109,0.893,0,258
793,2012,Josh Harding,FA,5,1,1,0,3.3,10,73,63,0.863,1,185
794,2012,Darcy Kuemper,ARI,6,1,2,0,2.1,10,119,109,0.9159999999999999,0,288
795,2012,Cristopher Nilstorp,FA,5,1,3,1,3.1,15,146,131,0.897,0,291
796,2012,Chris Mason,FA,11,1,7,1,3.8,29,229,200,0.873,0,467
797,2012,Yann Danis,MON,3,1,0,0,3.8,7,59,52,0.8809999999999999,0,110
798,2012,Petr Mrazek,CAR,2,1,1,0,2.0,4,51,47,0.922,0,119
799,2012,Daniel Taylor,FA,2,1,1,0,3.0,6,68,62,0.912,0,120
800,2012,Thomas Greiss,NYI,6,1,4,0,2.5,13,153,140,0.915,1,308
801,2012,Philipp Grubauer,COL,2,0,1,0,3.6,5,59,54,0.915,0,84
802,2012,Brian Boucher,PHI,4,0,2,0,2.5,6,55,49,0.8909999999999999,0,144
803,2012,Rick DiPietro,FA,3,0,3,0,4.1,12,83,71,0.855,0,176
804,2012,Matt Hackett,FA,1,0,1,0,5.1,5,33,28,0.848,0,59
805,2012,Jussi Rynnas,FA,1,0,0,0,0.0,0,6,6,1.0,0,10
806,2012,Sami Aittokallio,FA,1,0,0,0,2.4,2,25,23,0.92,0,49
807,2012,Keith Kinkaid,MON,1,0,0,0,2.4,1,13,12,0.9229999999999999,0,26
808,2012,Alex Stalock,MIN,2,0,0,1,2.9,2,13,11,0.846,0,42
809,2012,Jeff Frazee,FA,1,0,0,0,0.0,0,3,3,1.0,0,19
810,2012,Carter Hutton,BUF,1,0,1,0,3.1,3,28,25,0.893,0,59
811,2012,Cedrick Desjardins,FA,3,0,3,0,3.0,8,73,65,0.89,0,160
812,2012,Michael Leighton,FA,1,0,1,0,5.1,5,26,21,0.8079999999999999,0,59
813,2017,Connor Hellebuyck,WPG,67,44,11,9,2.4,156,2048,1892,0.924,6,3966
814,2017,Andrei Vasilevskiy,TB,65,44,17,3,2.6,167,2075,1908,0.92,8,3825
815,2017,Pekka Rinne,NSH,59,42,13,4,2.3,134,1840,1706,0.927,8,3475
816,2017,Frederik Andersen,TOR,66,38,21,5,2.8,182,2211,2029,0.9179999999999999,5,3889
817,2017,Sergei Bobrovsky,FLA,65,37,22,6,2.4,158,1993,1835,0.9209999999999999,5,3912
818,2017,Devan Dubnyk,MIN,60,35,16,7,2.5,145,1769,1624,0.9179999999999999,5,3450
819,2017,Braden Holtby,WAS,54,34,16,4,3.0,153,1648,1495,0.907,0,3068
820,2017,Tuukka Rask,BOS,54,34,14,5,2.4,125,1513,1388,0.917,3,3173
821,2017,Jonathan Quick,LA,64,33,28,3,2.4,147,1867,1720,0.9209999999999999,5,3677
822,2017,John Gibson,ANH,60,31,18,7,2.4,139,1872,1733,0.9259999999999999,4,3428
823,2017,Cam Talbot,CGY,67,31,31,3,3.0,188,2036,1848,0.9079999999999999,1,3730
824,2017,Martin Jones,SJ,60,30,22,6,2.6,145,1699,1554,0.915,4,3416
825,2017,Marc-Andre Fleury,VGK,46,29,13,4,2.3,100,1376,1276,0.927,4,2673
826,2017,Matt Murray,PIT,49,27,16,3,2.9,133,1423,1290,0.907,1,2733
827,2017,Jake Allen,STL,59,27,25,3,2.8,152,1614,1462,0.9059999999999999,1,3317
828,2017,Ben Bishop,DAL,53,26,17,5,2.5,120,1437,1317,0.9159999999999999,5,2887
829,2017,Keith Kinkaid,MON,41,26,10,3,2.8,106,1214,1108,0.9129999999999999,1,2298
830,2017,Henrik Lundqvist,NYR,63,26,26,7,3.0,174,2036,1862,0.915,2,3503
831,2017,Mike Smith,EDM,55,25,22,6,2.7,141,1686,1545,0.9159999999999999,3,3191
832,2017,Semyon Varlamov,NYI,51,24,16,6,2.7,128,1595,1467,0.92,2,2861
833,2017,Cam Ward,FA,43,23,14,4,2.8,112,1187,1075,0.9059999999999999,2,2459
834,2017,Craig Anderson,OTT,58,23,25,6,3.3,180,1768,1588,0.898,2,3251
835,2017,Jacob Markstrom,VAN,60,23,26,7,2.7,154,1745,1591,0.912,2,3414
836,2017,Brian Elliott,PHI,43,23,11,7,2.7,112,1228,1116,0.909,1,2522
837,2017,James Reimer,CAR,44,22,14,6,3.0,120,1373,1253,0.9129999999999999,4,2411
838,2017,Jimmy Howard,DET,60,22,27,9,2.9,160,1770,1610,0.91,1,3368
839,2017,Antti Raanta,ARI,47,21,17,6,2.3,97,1388,1291,0.93,3,2599
840,2017,Jaroslav Halak,BOS,54,20,26,6,3.2,161,1744,1583,0.9079999999999999,1,3024
841,2017,Jonathan Bernier,DET,37,19,13,3,2.9,95,1092,997,0.9129999999999999,2,2001
842,2017,Roberto Luongo,FA,35,18,11,2,2.5,81,1143,1062,0.929,3,1966
843,2017,Carter Hutton,BUF,32,17,7,3,2.1,56,810,754,0.9309999999999999,3,1610
844,2017,Cory Schneider,NJ,40,17,16,6,2.9,114,1228,1114,0.907,1,2332
845,2017,Anton Khudobin,DAL,31,16,6,7,2.6,76,876,800,0.9129999999999999,1,1781
846,2017,Corey Crawford,CHI,28,16,9,2,2.3,60,842,782,0.929,2,1584
847,2017,Carey Price,MON,49,16,26,7,3.1,148,1487,1339,0.9,1,2855
848,2017,Aaron Dell,SJ,29,15,5,4,2.7,67,775,708,0.914,2,1522
849,2017,Philipp Grubauer,COL,35,15,10,3,2.4,73,953,880,0.9229999999999999,3,1865
850,2017,Kari Lehtonen,FA,37,15,14,3,2.6,83,946,863,0.912,1,1944
851,2017,Tristan Jarry,PIT,26,14,6,2,2.8,63,687,624,0.9079999999999999,2,1364
852,2017,Robin Lehner,VGK,53,14,26,9,3.0,143,1560,1417,0.9079999999999999,3,2852
853,2017,Petr Mrazek,CAR,39,14,13,6,3.1,106,1080,974,0.902,4,2097
854,2017,Thomas Greiss,NYI,27,13,8,2,3.9,95,879,784,0.892,1,1492
855,2017,Malcolm Subban,CHI,22,13,4,2,2.7,55,614,559,0.91,0,1230
856,2017,Scott Darling,FA,43,13,21,7,3.2,131,1171,1040,0.888,0,2475
857,2017,Darcy Kuemper,ARI,29,12,7,5,2.5,67,833,766,0.92,4,1596
858,2017,Ryan Miller,ANH,28,12,6,6,2.4,53,739,686,0.9279999999999999,4,1353
859,2017,Juuse Saros,NSH,26,11,5,7,2.5,61,810,749,0.925,3,1497
860,2017,Curtis McElhinney,TB,18,11,5,1,2.2,35,528,493,0.934,3,979
861,2017,Alex Stalock,MIN,28,10,10,4,2.9,71,787,716,0.91,1,1495
862,2017,Chad Johnson,FA,36,10,16,3,3.6,105,962,857,0.8909999999999999,0,1774
863,2017,Anton Forsberg,CAR,35,10,16,4,3.0,85,921,836,0.9079999999999999,0,1715
864,2017,Michal Neuvirth,FA,22,9,7,3,2.6,45,530,485,0.915,1,1039
865,2017,Joonas Korpisalo,CLS,18,8,8,1,3.3,58,564,506,0.897,0,1049
866,2017,David Rittich,CGY,21,8,6,3,2.9,49,512,463,0.904,0,1008
867,2017,Antti Niemi,FA,24,7,9,4,3.1,63,710,647,0.9109999999999999,1,1213
868,2017,Anders Nilsson,OTT,27,7,14,4,3.5,84,850,766,0.9009999999999999,2,1464
869,2017,Louis Domingue,VAN,19,7,9,1,3.4,61,578,517,0.894,0,1074
870,2017,Max Lagace,BOS,16,6,7,1,3.9,57,430,373,0.867,0,874
871,2017,Casey DeSmith,PIT,14,6,4,1,2.4,28,356,328,0.9209999999999999,1,700
872,2017,Steve Mason,FA,13,5,6,1,3.3,37,392,355,0.9059999999999999,1,685
873,2017,Scott Wedgewood,TB,20,5,9,4,3.5,63,587,524,0.893,1,1097
874,2017,Mike Condon,TB,31,5,17,5,3.3,88,898,810,0.902,0,1626
875,2017,Alexandar Georgiev,NYR,10,4,4,1,3.2,27,331,304,0.9179999999999999,0,515
876,2017,Harri Sateri,FA,9,4,4,0,2.9,24,271,247,0.9109999999999999,0,493
877,2017,Ondrej Pavelec,FA,19,4,9,1,3.1,46,510,464,0.91,1,904
878,2017,Charlie Lindgren,MON,14,4,8,2,3.0,42,457,415,0.9079999999999999,2,833
879,2017,Al Montoya,FA,13,4,3,2,3.2,37,346,309,0.893,0,692
880,2017,Alex Lyon,PHI,11,4,2,1,2.8,22,232,210,0.905,0,480
881,2017,Oscar Dansk,VGK,4,3,0,0,1.8,5,93,88,0.946,1,169
882,2017,Jon Gillies,CGY,11,3,5,1,2.9,29,280,251,0.8959999999999999,0,605
883,2017,Laurent Brossoit,WPG,14,3,7,1,3.3,40,343,303,0.883,0,740
884,2017,Jeff Glass,ANH,15,3,7,3,3.4,46,452,406,0.898,0,821
885,2017,Jean-Francois Berube,NYR,13,3,6,1,3.8,42,398,356,0.894,0,667
886,2017,Peter Budaj,FA,8,3,3,1,3.8,27,217,190,0.8759999999999999,0,430
887,2017,Christopher Gibson,NYI,8,2,3,2,3.7,26,284,258,0.9079999999999999,0,427
888,2017,Michael Hutchinson,COL,3,2,1,0,3.3,7,75,68,0.907,0,129
889,2017,Eddie Lack,FA,8,2,4,0,4.1,23,177,154,0.87,0,344
890,2017,Jack Campbell,TOR,5,2,0,2,2.5,11,145,134,0.924,0,267
891,2017,Reto Berra,FA,5,1,1,0,2.4,7,95,88,0.9259999999999999,0,182
892,2017,Thatcher Demko,VAN,1,1,0,0,3.9,4,30,26,0.867,0,61
893,2017,Mike McKenna,FA,2,1,1,0,3.0,5,50,45,0.9,0,101
894,2017,Eric Comrie,WPG,3,1,2,0,4.0,12,94,82,0.872,0,180
895,2017,Linus Ullmark,BUF,5,1,2,0,2.0,8,123,115,0.935,0,240
896,2017,Collin Delia,CHI,2,1,1,0,4.0,7,63,56,0.889,0,106
897,2017,Adin Hill,ARI,4,1,3,0,3.5,14,129,115,0.8909999999999999,0,241
898,2017,Ken Appleby,NSH,3,0,1,0,1.5,3,55,52,0.945,0,124
899,2017,Marek Langhamer,ARI,1,0,0,0,0.0,0,10,10,1.0,0,29
900,2017,Calvin Pickard,DET,1,0,0,1,3.9,4,28,24,0.857,0,63
901,2017,Dylan Ferguson,VGK,1,0,0,0,6.7,1,2,1,0.5,0,9
902,2017,Daniel Taylor,FA,1,0,1,0,4.1,4,34,30,0.882,0,58
903,2017,Jared Coreau,NYI,7,0,5,1,4.3,27,203,176,0.867,0,380
904,2017,Brandon Halverson,TOR,1,0,0,0,5.0,1,6,5,0.833,0,13
905,2017,Andrew Hammond,BUF,2,0,1,0,2.1,2,33,31,0.9390000000000001,0,59
906,2017,Adam Wilcox,STL,1,0,1,0,0.0,0,14,14,1.0,0,39
